NO_OF_FRAMES	1200
NO_OF_CAMERAS	12
NO_OF_MARKERS	8
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-08, 11:26:38	226676.59644540
DATA_INCLUDED	3D
MARKER_NAMES	ASISL	ASISR	medialKnee	lateralKnee	medialMalleolus	lateralMalleolus	toe	sacral
ASISL X	ASISL Y	ASISL Z	ASISR X	ASISR Y	ASISR Z	medialKnee X	medialKnee Y	medialKnee Z	lateralKnee X	lateralKnee Y	lateralKnee Z	medialMalleolus X	medialMalleolus Y	medialMalleolus Z	lateralMalleolus X	lateralMalleolus Y	lateralMalleolus Z	toe X	toe Y	toe Z	sacral X	sacral Y	sacral Z	
-2097.624	840.031	998.044	-2110.599	596.109	1013.554	-1973.602	653.254	517.632	-2005.583	556.085	530.436	-2154.940	640.141	113.439	-2112.901	578.012	136.979	-1905.194	527.368	68.690	-2283.682	712.405	998.626
-2094.256	840.253	997.725	-2107.765	594.594	1014.101	-1968.269	653.767	518.122	-1999.846	556.681	530.881	-2140.790	639.060	110.568	-2098.870	577.166	135.015	-1889.781	527.364	71.010	-2280.078	712.442	998.276
-2090.797	840.486	997.129	-2104.160	595.070	1013.743	-1962.882	654.325	518.745	-1994.013	557.250	531.120	-2126.996	637.954	108.466	-2084.301	576.416	133.280	-1874.424	527.318	73.442	-2276.470	712.524	998.026
-2087.643	840.645	997.057	-2100.376	595.725	1013.147	-1957.925	655.160	519.201	-1988.247	557.806	531.513	-2113.205	636.868	105.480	-2071.038	575.399	131.679	-1859.250	527.630	75.767	-2272.892	712.609	997.696
-2084.293	840.876	996.646	-2096.412	597.334	1012.577	-1952.778	655.643	519.818	-1982.679	558.395	531.868	-2098.945	636.089	103.070	-2056.609	574.747	130.334	-1844.044	527.866	78.515	-2269.260	712.666	997.391
-2080.795	841.180	995.975	-2092.826	597.504	1012.311	-1947.558	656.284	520.517	-1977.013	559.014	532.053	-2085.454	634.855	101.117	-2043.318	573.806	128.976	-1828.972	528.192	81.408	-2265.666	712.693	997.124
-2077.326	841.265	995.656	-2089.021	597.988	1012.075	-1942.461	656.801	521.002	-1971.364	559.584	532.365	-2071.300	633.819	98.993	-2029.770	572.921	128.124	-1814.061	528.576	84.397	-2262.013	712.707	996.804
-2073.918	841.557	995.018	-2085.257	598.154	1011.774	-1937.133	657.355	521.682	-1965.859	560.103	532.545	-2057.487	632.829	97.280	-2016.318	572.082	127.074	-1799.220	529.104	87.656	-2258.288	712.667	996.406
-2070.263	841.819	994.558	-2081.397	598.482	1011.434	-1932.505	657.919	522.061	-1960.324	560.607	532.802	-2043.839	631.687	95.839	-2002.832	571.489	126.149	-1784.596	529.826	90.777	-2254.506	712.632	995.972
-2066.917	842.106	994.344	-2077.473	598.789	1011.192	-1927.788	658.375	522.376	-1954.984	561.170	533.008	-2030.423	630.794	94.725	-1989.077	570.850	125.371	-1769.974	530.421	94.514	-2250.720	712.633	995.518
