NO_OF_FRAMES	7200
NO_OF_CAMERAS	12
NO_OF_MARKERS	8
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-08, 11:55:03	228381.22308140
DATA_INCLUDED	3D
MARKER_NAMES	ASISL	medialKnee	lateralKnee	medialMalleolus	lateralMalleolus	heel	toe	sacral
ASISL X	ASISL Y	ASISL Z	medialKnee X	medialKnee Y	medialKnee Z	lateralKnee X	lateralKnee Y	lateralKnee Z	medialMalleolus X	medialMalleolus Y	medialMalleolus Z	lateralMalleolus X	lateralMalleolus Y	lateralMalleolus Z	heel X	heel Y	heel Z	toe X	toe Y	toe Z	sacral X	sacral Y	sacral Z	
0.000	0.000	0.000	521.926	287.399	502.600	408.929	189.396	519.939	331.716	290.739	129.584	260.171	232.134	130.462	202.685	324.737	25.777	466.235	122.332	63.442	67.551	586.649	689.134
0.000	0.000	0.000	521.839	287.437	502.639	408.844	189.450	519.926	331.742	290.706	129.584	260.112	232.112	130.410	202.655	324.703	25.782	466.263	122.361	63.423	67.364	586.652	688.892
0.000	0.000	0.000	521.724	287.487	502.651	408.739	189.461	519.878	331.715	290.693	129.478	260.037	232.136	130.376	202.656	324.743	25.754	466.220	122.385	63.432	67.232	586.686	688.638
0.000	0.000	0.000	521.636	287.558	502.680	408.640	189.501	519.864	331.780	290.650	129.504	260.061	232.063	130.394	202.654	324.733	25.765	466.210	122.391	63.433	67.016	586.733	688.334
0.000	0.000	0.000	521.555	287.518	502.736	408.579	189.480	519.839	331.793	290.647	129.504	260.042	232.029	130.369	202.651	324.739	25.719	466.214	122.386	63.441	66.924	586.847	687.946
0.000	0.000	0.000	521.532	287.554	502.757	408.406	189.540	519.810	331.866	290.594	129.480	260.048	231.983	130.381	202.645	324.715	25.718	466.251	122.358	63.430	66.771	586.869	687.598
0.000	0.000	0.000	521.430	287.522	502.833	408.318	189.501	519.779	331.876	290.564	129.440	260.019	232.009	130.353	202.607	324.687	25.725	466.212	122.381	63.437	66.589	586.911	687.234
0.000	0.000	0.000	521.310	287.497	502.860	408.245	189.500	519.750	331.906	290.527	129.415	260.001	232.031	130.243	202.666	324.667	25.689	466.224	122.346	63.456	66.440	586.929	686.966
0.000	0.000	0.000	521.161	287.486	502.945	408.110	189.476	519.733	331.916	290.549	129.420	260.025	232.107	130.304	202.633	324.704	25.665	466.228	122.342	63.454	66.319	586.969	686.714
0.000	0.000	0.000	521.130	287.450	502.994	407.990	189.449	519.722	331.947	290.576	129.424	259.972	232.082	130.292	202.673	324.732	25.683	466.219	122.349	63.455	66.172	587.017	686.471
0.000	0.000	0.000	521.117	287.361	503.113	407.904	189.446	519.728	331.925	290.617	129.393	259.931	232.117	130.261	202.654	324.733	25.684	466.220	122.361	63.458	66.019	587.007	686.219
0.000	0.000	0.000	520.976	287.353	503.139	407.756	189.474	519.694	331.917	290.644	129.351	259.861	232.189	130.249	202.654	324.742	25.683	466.212	122.363	63.487	65.862	587.075	685.880
0.000	0.000	0.000	521.012	287.315	503.236	407.649	189.435	519.687	331.855	290.720	129.334	259.789	232.235	130.232	202.662	324.741	25.689	466.189	122.366	63.464	65.747	587.093	685.587
0.000	0.000	0.000	521.015	287.274	503.297	407.574	189.446	519.730	331.795	290.790	129.314	259.874	232.075	130.278	202.670	324.747	25.684	466.191	122.369	63.470	65.669	587.200	685.245
0.000	0.000	0.000	521.000	287.235	503.338	407.524	189.425	519.711	331.709	290.829	129.256	259.912	232.076	130.305	202.643	324.696	25.678	466.230	122.372	63.497	65.610	587.313	684.930
0.000	0.000	0.000	520.985	287.237	503.378	407.418	189.468	519.688	331.598	290.910	129.293	259.841	232.174	130.161	202.670	324.725	25.670	466.221	122.378	63.493	65.438	587.357	684.548
0.000	0.000	0.000	520.914	287.230	503.426	407.378	189.444	519.682	331.548	290.944	129.294	259.956	232.035	130.248	202.667	324.720	25.671	466.241	122.376	63.480	65.326	587.435	684.289
0.000	0.000	0.000	520.877	287.244	503.450	407.304	189.469	519.680	331.427	290.974	129.340	259.913	232.115	130.297	202.661	324.709	25.628	466.241	122.407	63.509	65.213	587.502	684.045
0.000	0.000	0.000	520.840	287.220	503.519	407.245	189.459	519.696	331.300	291.024	129.364	259.908	232.105	130.276	202.622	324.720	25.647	466.234	122.394	63.515	65.094	587.582	683.827
0.000	0.000	0.000	520.841	287.214	503.528	407.196	189.440	519.661	331.198	291.091	129.422	259.876	232.131	130.248	202.666	324.759	25.634	466.217	122.398	63.510	64.973	587.700	683.619
0.000	0.000	0.000	520.748	287.177	503.566	407.095	189.481	519.664	331.030	291.113	129.403	259.875	232.161	130.247	202.651	324.748	25.638	466.210	122.409	63.535	64.881	587.768	683.383
0.000	0.000	0.000	520.760	287.172	503.577	407.101	189.423	519.617	330.943	291.117	129.447	259.883	232.127	130.196	202.647	324.749	25.641	466.194	122.413	63.553	64.824	587.916	683.094
0.000	0.000	0.000	520.743	287.140	503.577	407.008	189.424	519.613	330.846	291.137	129.504	259.812	232.196	130.210	202.658	324.709	25.603	466.179	122.409	63.545	64.842	588.083	682.740
0.000	0.000	0.000	520.711	287.153	503.602	406.997	189.390	519.607	330.782	291.155	129.517	259.864	232.135	130.173	202.637	324.713	25.607	466.192	122.401	63.558	64.717	588.195	682.493
0.000	0.000	0.000	520.680	287.078	503.554	406.929	189.379	519.616	330.685	291.096	129.609	259.744	232.206	130.071	202.653	324.729	25.563	466.177	122.402	63.583	64.557	588.321	682.078
0.000	0.000	0.000	520.592	287.076	503.542	406.890	189.373	519.610	330.635	291.066	129.699	259.885	232.166	130.148	202.659	324.763	25.577	466.212	122.425	63.540	64.472	588.421	681.852
0.000	0.000	0.000	520.584	286.998	503.550	406.803	189.341	519.611	330.568	291.008	129.763	259.735	232.339	130.014	202.679	324.757	25.580	466.162	122.420	63.576	64.412	588.525	681.650
0.000	0.000	0.000	520.531	286.941	503.484	406.774	189.303	519.614	330.492	291.005	129.777	259.917	232.176	130.122	202.644	324.758	25.575	466.151	122.424	63.567	64.314	588.622	681.417
0.000	0.000	0.000	520.497	286.828	503.438	406.720	189.229	519.640	330.469	290.996	129.793	259.714	232.315	130.058	202.654	324.773	25.570	466.195	122.438	63.571	64.261	588.763	681.166
0.000	0.000	0.000	520.467	286.715	503.446	406.683	189.155	519.643	330.457	290.970	129.803	259.740	232.373	130.005	202.623	324.755	25.585	466.189	122.431	63.565	64.221	588.863	680.922
0.000	0.000	0.000	520.463	286.561	503.432	406.616	189.099	519.662	330.447	290.987	129.840	259.781	232.232	130.026	202.645	324.777	25.587	466.177	122.408	63.591	64.187	588.997	680.662
0.000	0.000	0.000	520.432	286.454	503.356	406.588	189.015	519.702	330.438	290.941	129.856	259.847	232.179	130.105	202.678	324.752	25.584	466.142	122.382	63.597	64.186	589.112	680.433
0.000	0.000	0.000	520.427	286.330	503.343	406.516	188.927	519.729	330.438	290.949	129.892	259.903	232.195	130.157	202.700	324.767	25.596	466.163	122.370	63.557	64.131	589.194	680.235
0.000	0.000	0.000	520.462	286.181	503.398	406.481	188.852	519.765	330.456	290.927	129.935	259.824	232.224	130.122	202.691	324.760	25.621	466.167	122.377	63.585	64.108	589.293	680.034
0.000	0.000	0.000	520.432	286.109	503.361	406.357	188.825	519.786	330.461	290.935	129.946	259.832	232.263	130.104	202.689	324.811	25.633	466.173	122.372	63.586	64.069	589.416	679.886
0.000	0.000	0.000	520.455	285.973	503.362	406.341	188.746	519.803	330.465	290.929	129.939	259.892	232.255	130.105	202.730	324.820	25.654	466.157	122.375	63.548	64.015	589.554	679.689
0.000	0.000	0.000	520.334	285.949	503.328	406.283	188.685	519.836	330.469	290.922	129.959	259.838	232.278	130.045	202.706	324.848	25.678	466.185	122.367	63.552	63.964	589.621	679.476
0.000	0.000	0.000	520.431	285.779	503.389	406.234	188.623	519.858	330.472	290.945	129.955	259.833	232.313	130.138	202.713	324.820	25.677	466.180	122.371	63.570	63.961	589.721	679.302
0.000	0.000	0.000	520.436	285.689	503.405	406.189	188.562	519.845	330.503	290.952	129.992	259.828	232.313	130.117	202.728	324.849	25.678	466.184	122.365	63.567	63.947	589.794	679.112
0.000	0.000	0.000	520.438	285.608	503.419	406.145	188.527	519.859	330.477	290.938	129.952	259.860	232.342	130.078	202.734	324.792	25.643	466.192	122.354	63.548	63.959	589.882	678.893
0.000	0.000	0.000	520.386	285.592	503.382	406.121	188.421	519.833	330.499	290.950	129.989	259.861	232.353	130.062	202.717	324.821	25.687	466.199	122.345	63.555	63.973	589.975	678.681
0.000	0.000	0.000	520.460	285.474	503.422	406.059	188.402	519.831	330.493	290.983	129.954	259.916	232.346	130.105	202.735	324.804	25.685	466.199	122.347	63.589	63.966	590.075	678.487
0.000	0.000	0.000	520.428	285.443	503.439	406.035	188.340	519.839	330.512	291.012	129.938	260.018	232.271	130.081	202.736	324.813	25.685	466.169	122.358	63.566	63.935	590.152	678.272
0.000	0.000	0.000	520.462	285.383	503.476	406.000	188.310	519.824	330.519	291.014	129.963	260.028	232.359	130.137	202.714	324.825	25.676	466.150	122.371	63.614	63.883	590.206	678.118
0.000	0.000	0.000	520.402	285.374	503.434	405.983	188.318	519.814	330.506	291.041	129.934	260.027	232.359	130.172	202.722	324.862	25.705	466.186	122.366	63.589	63.807	590.234	677.938
0.000	0.000	0.000	520.437	285.314	503.478	405.959	188.331	519.798	330.550	291.032	129.939	260.092	232.403	130.188	202.738	324.881	25.686	466.174	122.362	63.587	63.725	590.284	677.711
0.000	0.000	0.000	520.448	285.312	503.481	405.975	188.301	519.803	330.566	291.107	129.898	259.993	232.505	130.053	202.736	324.871	25.669	466.187	122.391	63.583	63.624	590.252	677.492
0.000	0.000	0.000	520.480	285.298	503.497	406.004	188.282	519.811	330.601	291.143	129.895	260.160	232.433	130.128	202.740	324.849	25.659	466.187	122.358	63.553	63.559	590.310	677.314
0.000	0.000	0.000	520.483	285.332	503.487	406.022	188.256	519.756	330.611	291.170	129.898	260.224	232.401	130.189	202.769	324.842	25.672	466.227	122.369	63.566	63.475	590.332	677.092
0.000	0.000	0.000	520.507	285.363	503.500	406.081	188.262	519.744	330.664	291.231	129.867	260.276	232.484	130.197	202.782	324.874	25.660	466.238	122.363	63.543	63.394	590.335	676.918
0.000	0.000	0.000	520.518	285.404	503.452	406.058	188.289	519.685	330.688	291.305	129.841	260.218	232.601	130.233	202.749	324.877	25.682	466.248	122.364	63.523	63.314	590.350	676.723
0.000	0.000	0.000	520.540	285.437	503.464	406.113	188.314	519.671	330.710	291.335	129.796	260.265	232.636	130.235	202.754	324.891	25.704	466.247	122.374	63.513	63.226	590.424	676.471
0.000	0.000	0.000	520.538	285.485	503.478	406.110	188.374	519.588	330.814	291.421	129.754	260.375	232.703	130.207	202.785	324.908	25.711	466.234	122.361	63.494	63.160	590.470	676.225
0.000	0.000	0.000	520.589	285.500	503.519	406.147	188.409	519.555	330.839	291.460	129.701	260.388	232.785	130.172	202.802	324.936	25.706	466.293	122.367	63.507	63.077	590.532	675.961
0.000	0.000	0.000	520.636	285.595	503.518	406.177	188.461	519.480	330.849	291.520	129.690	260.480	232.804	130.186	202.803	324.945	25.692	466.271	122.341	63.495	62.935	590.544	675.770
0.000	0.000	0.000	520.656	285.672	503.523	406.215	188.517	519.480	330.876	291.594	129.662	260.531	232.788	130.154	202.795	324.890	25.699	466.311	122.353	63.483	62.811	590.499	675.547
0.000	0.000	0.000	520.706	285.767	503.561	406.297	188.565	519.422	330.930	291.659	129.617	260.637	232.744	130.124	202.802	324.860	25.674	466.313	122.369	63.515	62.627	590.484	675.312
0.000	0.000	0.000	520.707	285.824	503.509	406.291	188.668	519.354	330.919	291.717	129.565	260.677	232.863	130.176	202.791	324.895	25.672	466.332	122.370	63.517	62.490	590.461	675.112
0.000	0.000	0.000	520.750	285.917	503.523	406.271	188.775	519.243	330.971	291.796	129.557	260.724	232.905	130.220	202.807	324.909	25.648	466.331	122.406	63.517	62.346	590.473	674.943
0.000	0.000	0.000	520.750	286.046	503.537	406.297	188.851	519.203	330.973	291.871	129.488	260.733	233.001	130.115	202.817	324.928	25.648	466.318	122.430	63.546	62.219	590.471	674.773
0.000	0.000	0.000	520.783	286.116	503.579	406.265	188.956	519.117	331.019	291.992	129.482	260.766	233.114	130.120	202.815	324.923	25.638	466.333	122.434	63.559	62.088	590.442	674.603
0.000	0.000	0.000	520.792	286.235	503.561	406.295	189.034	519.065	330.996	292.073	129.374	260.723	233.278	130.055	202.781	324.935	25.591	466.366	122.451	63.587	61.929	590.399	674.444
0.000	0.000	0.000	520.701	286.370	503.556	406.299	189.115	519.005	331.016	292.165	129.342	260.807	233.319	130.043	202.792	324.936	25.568	466.322	122.470	63.618	61.795	590.353	674.256
0.000	0.000	0.000	520.688	286.504	503.563	406.313	189.159	518.951	331.054	292.276	129.274	260.860	233.328	130.039	202.754	324.921	25.568	466.340	122.462	63.631	61.639	590.260	674.052
0.000	0.000	0.000	520.694	286.634	503.587	406.345	189.236	518.870	331.059	292.314	129.256	260.861	233.463	130.003	202.758	324.904	25.542	466.330	122.463	63.630	61.494	590.177	673.861
0.000	0.000	0.000	520.664	286.802	503.622	406.358	189.302	518.856	331.055	292.384	129.197	260.933	233.448	130.001	202.762	324.877	25.500	466.313	122.479	63.627	61.335	590.062	673.696
0.000	0.000	0.000	520.754	286.961	503.658	406.352	189.407	518.816	331.080	292.474	129.178	260.963	233.479	129.992	202.762	324.911	25.485	466.305	122.517	63.703	61.161	589.963	673.535
0.000	0.000	0.000	520.666	287.121	503.655	406.372	189.498	518.757	331.110	292.541	129.124	260.961	233.651	129.935	202.757	324.946	25.465	466.325	122.547	63.684	61.008	589.844	673.355
0.000	0.000	0.000	520.698	287.233	503.699	406.376	189.576	518.715	331.156	292.597	129.104	260.984	233.725	129.974	202.727	324.947	25.471	466.319	122.561	63.719	60.843	589.750	673.210
0.000	0.000	0.000	520.729	287.374	503.739	406.391	189.614	518.700	331.148	292.616	129.094	261.031	233.705	129.931	202.761	324.967	25.461	466.322	122.561	63.722	60.730	589.713	672.966
0.000	0.000	0.000	520.639	287.537	503.743	406.412	189.676	518.677	331.151	292.696	129.050	261.006	233.849	129.947	202.789	324.961	25.461	466.331	122.560	63.740	60.626	589.635	672.751
0.000	0.000	0.000	520.613	287.596	503.760	406.424	189.703	518.654	331.148	292.702	129.026	261.011	233.855	129.876	202.738	324.945	25.432	466.353	122.573	63.713	60.511	589.541	672.536
0.000	0.000	0.000	520.607	287.643	503.799	406.397	189.714	518.640	331.185	292.752	128.995	261.005	233.872	129.917	202.741	324.912	25.382	466.356	122.578	63.751	60.411	589.445	672.369
0.000	0.000	0.000	520.541	287.710	503.792	406.359	189.727	518.618	331.183	292.782	128.995	261.050	233.889	129.875	202.781	324.949	25.409	466.370	122.562	63.724	60.412	589.453	672.161
0.000	0.000	0.000	520.511	287.771	503.836	406.303	189.727	518.596	331.180	292.813	128.920	261.114	233.876	129.850	202.760	324.934	25.373	466.347	122.551	63.752	60.289	589.405	671.959
0.000	0.000	0.000	520.465	287.756	503.818	406.244	189.709	518.571	331.209	292.845	128.905	261.047	233.971	129.826	202.760	324.963	25.382	466.360	122.545	63.723	60.187	589.345	671.804
0.000	0.000	0.000	520.343	287.774	503.831	406.175	189.735	518.538	331.234	292.848	128.882	261.116	233.973	129.766	202.731	324.965	25.363	466.389	122.540	63.710	60.054	589.304	671.686
0.000	0.000	0.000	520.291	287.751	503.856	406.107	189.694	518.476	331.231	292.857	128.828	261.051	234.046	129.793	202.711	324.948	25.327	466.350	122.524	63.726	59.931	589.270	671.532
0.000	0.000	0.000	520.212	287.703	503.820	405.997	189.696	518.459	331.214	292.884	128.815	261.030	234.133	129.662	202.719	324.963	25.330	466.401	122.534	63.718	59.805	589.237	671.387
0.000	0.000	0.000	520.075	287.679	503.833	405.884	189.649	518.445	331.222	292.895	128.770	261.093	234.097	129.588	202.725	324.931	25.302	466.401	122.528	63.742	59.689	589.174	671.264
0.000	0.000	0.000	519.964	287.604	503.835	405.809	189.598	518.398	331.238	292.909	128.732	261.147	234.084	129.591	202.743	324.919	25.317	466.401	122.521	63.746	59.561	589.117	671.137
0.000	0.000	0.000	519.763	287.525	503.776	405.671	189.562	518.363	331.225	292.927	128.704	261.176	234.053	129.466	202.765	324.914	25.267	466.427	122.508	63.728	59.437	589.063	670.999
0.000	0.000	0.000	519.663	287.370	503.800	405.519	189.489	518.343	331.210	292.916	128.678	261.101	234.149	129.398	202.753	324.883	25.277	466.425	122.505	63.757	59.286	589.044	670.859
0.000	0.000	0.000	519.511	287.264	503.794	405.347	189.403	518.303	331.161	292.920	128.646	261.053	234.167	129.360	202.719	324.915	25.256	466.432	122.512	63.772	59.109	589.020	670.767
0.000	0.000	0.000	519.359	287.121	503.788	405.181	189.355	518.294	331.172	292.929	128.616	261.094	234.168	129.350	202.700	324.927	25.228	466.406	122.510	63.790	58.972	589.044	670.682
0.000	0.000	0.000	519.236	286.930	503.805	404.975	189.285	518.282	331.150	292.900	128.615	261.055	234.201	129.254	202.697	324.920	25.242	466.382	122.529	63.788	58.813	589.042	670.608
0.000	0.000	0.000	519.109	286.779	503.847	404.768	189.178	518.248	331.113	292.905	128.603	261.032	234.176	129.224	202.681	324.919	25.198	466.397	122.525	63.817	58.650	589.046	670.519
0.000	0.000	0.000	518.915	286.658	503.854	404.619	189.072	518.274	331.067	292.881	128.621	260.990	234.135	129.190	202.706	324.922	25.190	466.377	122.535	63.820	58.474	589.035	670.422
0.000	0.000	0.000	518.735	286.571	503.901	404.449	188.971	518.307	331.050	292.879	128.592	260.989	234.121	129.129	202.706	324.891	25.185	466.362	122.514	63.849	58.295	588.993	670.337
0.000	0.000	0.000	518.561	286.478	503.916	404.281	188.901	518.328	331.005	292.864	128.634	260.877	234.203	129.123	202.696	324.855	25.137	466.371	122.514	63.868	58.095	589.003	670.272
0.000	0.000	0.000	518.408	286.380	503.978	404.109	188.840	518.350	330.962	292.870	128.617	260.888	234.183	129.110	202.711	324.872	25.125	466.369	122.537	63.900	57.951	589.000	670.198
0.000	0.000	0.000	518.225	286.330	503.988	403.943	188.775	518.422	330.924	292.850	128.652	260.789	234.148	129.040	202.661	324.888	25.130	466.346	122.550	63.956	57.729	588.990	670.144
0.000	0.000	0.000	518.101	286.253	504.023	403.774	188.755	518.471	330.840	292.839	128.640	260.716	234.235	129.015	202.694	324.931	25.148	466.359	122.587	63.936	57.568	588.979	670.127
0.000	0.000	0.000	517.885	286.224	504.045	403.597	188.735	518.552	330.823	292.841	128.669	260.665	234.235	128.954	202.653	324.909	25.114	466.354	122.626	63.968	57.403	589.004	670.130
0.000	0.000	0.000	517.667	286.233	504.098	403.423	188.721	518.626	330.787	292.830	128.686	260.678	234.164	129.017	202.628	324.892	25.102	466.350	122.633	64.009	57.214	588.965	670.143
0.000	0.000	0.000	517.549	286.155	504.185	403.272	188.698	518.676	330.766	292.837	128.729	260.671	234.156	128.985	202.664	324.897	25.104	466.336	122.639	64.037	57.074	588.995	670.158
0.000	0.000	0.000	517.412	286.094	504.259	403.122	188.666	518.742	330.702	292.830	128.706	260.684	234.115	129.016	202.669	324.843	25.087	466.348	122.630	64.030	56.801	588.944	670.126
0.000	0.000	0.000	517.296	286.061	504.300	402.988	188.649	518.835	330.688	292.833	128.720	260.660	234.124	129.022	202.653	324.852	25.080	466.367	122.653	64.077	56.670	588.934	670.195
0.000	0.000	0.000	517.117	286.067	504.341	402.785	188.656	518.938	330.664	292.857	128.738	260.667	234.097	129.010	202.634	324.823	25.084	466.324	122.653	64.121	56.445	588.935	670.258
0.000	0.000	0.000	516.964	286.132	504.381	402.595	188.658	519.005	330.623	292.892	128.723	260.729	234.046	129.012	202.657	324.852	25.075	466.324	122.688	64.132	56.269	588.984	670.310
0.000	0.000	0.000	516.806	286.159	504.455	402.464	188.707	519.102	330.645	292.909	128.748	260.646	234.134	128.973	202.648	324.870	25.078	466.247	122.692	64.182	56.018	588.967	670.376
0.000	0.000	0.000	516.643	286.229	504.524	402.289	188.775	519.163	330.615	292.930	128.770	260.557	234.279	129.050	202.626	324.888	25.088	466.279	122.747	64.205	55.797	588.955	670.442
0.000	0.000	0.000	516.486	286.333	504.596	402.190	188.855	519.194	330.596	292.919	128.789	260.576	234.219	129.000	202.626	324.902	25.078	466.298	122.747	64.229	55.576	588.946	670.545
0.000	0.000	0.000	516.360	286.433	504.683	402.114	188.921	519.232	330.579	292.944	128.795	260.547	234.282	129.007	202.632	324.874	25.060	466.259	122.783	64.271	55.352	588.935	670.610
0.000	0.000	0.000	516.183	286.551	504.735	401.979	189.019	519.269	330.578	293.008	128.797	260.603	234.260	128.991	202.628	324.865	25.056	466.291	122.807	64.324	55.215	588.965	670.707
0.000	0.000	0.000	516.120	286.694	504.803	401.891	189.093	519.304	330.554	293.026	128.798	260.546	234.271	128.982	202.629	324.836	25.025	466.271	122.782	64.366	55.012	588.990	670.785
0.000	0.000	0.000	516.003	286.828	504.889	401.822	189.232	519.336	330.526	293.033	128.798	260.509	234.302	128.973	202.616	324.846	25.008	466.254	122.829	64.370	54.848	588.995	670.850
0.000	0.000	0.000	515.808	287.035	504.919	401.744	189.306	519.371	330.504	293.081	128.774	260.479	234.345	129.052	202.614	324.861	25.009	466.254	122.835	64.382	54.687	589.009	670.947
0.000	0.000	0.000	515.704	287.209	504.966	401.632	189.488	519.415	330.486	293.104	128.776	260.463	234.370	128.970	202.607	324.841	25.012	466.275	122.861	64.440	54.535	589.085	671.054
0.000	0.000	0.000	515.730	287.298	505.112	401.591	189.614	519.396	330.476	293.116	128.789	260.379	234.479	129.015	202.590	324.870	25.005	466.241	122.875	64.460	54.372	589.201	671.114
0.000	0.000	0.000	515.558	287.522	505.053	401.443	189.804	519.411	330.429	293.178	128.757	260.360	234.520	128.895	202.586	324.877	24.967	466.249	122.887	64.509	54.230	589.258	671.239
0.000	0.000	0.000	515.534	287.675	505.193	401.448	189.932	519.434	330.434	293.213	128.745	260.333	234.656	128.890	202.580	324.889	24.942	466.224	122.887	64.491	54.060	589.300	671.375
0.000	0.000	0.000	515.488	287.859	505.188	401.472	190.087	519.429	330.450	293.231	128.753	260.361	234.584	128.873	202.609	324.868	24.965	466.272	122.905	64.528	53.909	589.412	671.435
0.000	0.000	0.000	515.410	288.020	505.243	401.445	190.292	519.457	330.426	293.240	128.715	260.320	234.710	128.797	202.613	324.861	24.939	466.283	122.892	64.530	53.725	589.437	671.586
0.000	0.000	0.000	515.333	288.263	505.245	401.441	190.466	519.434	330.443	293.289	128.700	260.371	234.649	128.826	202.604	324.825	24.932	466.301	122.898	64.550	53.589	589.553	671.675
0.000	0.000	0.000	515.233	288.510	505.240	401.405	190.680	519.477	330.466	293.316	128.669	260.319	234.783	128.798	202.613	324.829	24.920	466.295	122.922	64.541	53.369	589.619	671.739
0.000	0.000	0.000	515.123	288.689	505.259	401.415	190.863	519.451	330.489	293.358	128.639	260.352	234.781	128.788	202.606	324.853	24.942	466.333	122.915	64.530	53.239	589.789	671.833
0.000	0.000	0.000	515.053	288.922	505.268	401.349	191.090	519.426	330.454	293.361	128.580	260.476	234.722	128.789	202.592	324.852	24.930	466.334	122.918	64.529	53.075	589.883	671.982
0.000	0.000	0.000	514.868	289.231	505.140	401.276	191.328	519.419	330.482	293.400	128.532	260.360	234.847	128.700	202.621	324.865	24.890	466.380	122.900	64.521	52.883	590.025	672.046
0.000	0.000	0.000	514.824	289.405	505.156	401.263	191.543	519.346	330.492	293.425	128.494	260.453	234.849	128.662	202.567	324.831	24.860	466.387	122.899	64.506	52.687	590.119	672.174
0.000	0.000	0.000	514.790	289.587	505.149	401.178	191.765	519.367	330.459	293.452	128.418	260.437	234.798	128.587	202.567	324.791	24.840	466.352	122.910	64.516	52.422	590.239	672.266
0.000	0.000	0.000	514.560	289.871	505.020	401.115	191.965	519.328	330.489	293.507	128.343	260.438	234.809	128.556	202.538	324.776	24.804	466.399	122.865	64.489	52.117	590.326	672.448
0.000	0.000	0.000	514.498	290.036	504.998	401.080	192.155	519.249	330.453	293.525	128.342	260.432	234.856	128.497	202.525	324.759	24.799	466.370	122.863	64.535	51.896	590.447	672.604
0.000	0.000	0.000	514.422	290.300	505.021	400.975	192.400	519.299	330.464	293.545	128.260	260.450	234.810	128.469	202.564	324.766	24.763	466.380	122.908	64.527	51.572	590.524	672.838
0.000	0.000	0.000	514.210	290.561	505.028	400.823	192.642	519.301	330.445	293.577	128.233	260.483	234.867	128.348	202.555	324.765	24.743	466.378	122.901	64.571	51.364	590.715	673.017
0.000	0.000	0.000	514.079	290.785	505.045	400.708	192.864	519.299	330.424	293.602	128.194	260.443	234.921	128.360	202.524	324.762	24.739	466.377	122.905	64.579	51.190	590.887	673.250
0.000	0.000	0.000	513.930	291.010	505.068	400.559	193.094	519.337	330.398	293.601	128.154	260.415	234.896	128.350	202.520	324.760	24.720	466.387	122.931	64.594	50.967	591.042	673.478
0.000	0.000	0.000	513.705	291.197	505.114	400.424	193.308	519.398	330.342	293.629	128.124	260.379	234.927	128.306	202.520	324.769	24.701	466.369	122.942	64.659	50.768	591.208	673.703
0.000	0.000	0.000	513.520	291.389	505.188	400.281	193.457	519.425	330.358	293.677	128.118	260.348	234.931	128.305	202.483	324.724	24.666	466.349	122.996	64.662	50.566	591.325	674.016
0.000	0.000	0.000	513.304	291.578	505.218	400.077	193.638	519.516	330.327	293.671	128.109	260.296	234.992	128.268	202.481	324.711	24.631	466.346	122.973	64.700	50.337	591.459	674.298
0.000	0.000	0.000	513.021	291.755	505.305	399.909	193.757	519.545	330.303	293.717	128.083	260.291	234.954	128.212	202.479	324.718	24.633	466.330	122.950	64.746	50.235	591.627	674.714
0.000	0.000	0.000	512.808	291.852	505.395	399.693	193.936	519.601	330.254	293.742	128.068	260.221	235.022	128.184	202.505	324.724	24.593	466.313	122.994	64.783	50.010	591.731	675.140
0.000	0.000	0.000	512.514	292.012	505.502	399.417	194.043	519.693	330.204	293.734	128.065	260.161	235.039	128.171	202.440	324.719	24.571	466.287	123.013	64.850	49.860	591.761	675.565
0.000	0.000	0.000	512.238	292.091	505.611	399.204	194.168	519.775	330.153	293.768	128.012	260.116	235.080	128.159	202.451	324.748	24.537	466.254	123.022	64.885	49.707	591.884	675.942
0.000	0.000	0.000	511.974	292.197	505.752	398.880	194.275	519.805	330.130	293.775	128.019	260.075	235.096	128.145	202.440	324.752	24.499	466.236	123.052	64.980	49.623	591.988	676.363
0.000	0.000	0.000	511.657	292.255	505.807	398.582	194.350	519.849	330.049	293.806	128.023	259.988	235.082	128.137	202.414	324.751	24.472	466.201	123.082	65.011	49.526	592.088	676.858
0.000	0.000	0.000	511.366	292.290	505.918	398.304	194.407	519.929	329.986	293.757	128.067	259.949	235.034	128.115	202.407	324.718	24.466	466.193	123.085	65.081	49.427	592.125	677.322
0.000	0.000	0.000	510.995	292.369	506.064	397.976	194.457	520.061	329.943	293.806	128.076	259.879	235.030	128.081	202.410	324.731	24.440	466.192	123.120	65.162	49.250	592.117	677.942
0.000	0.000	0.000	510.665	292.344	506.236	397.611	194.484	520.207	329.892	293.773	128.147	259.883	234.906	128.103	202.413	324.721	24.390	466.168	123.125	65.196	49.257	592.198	678.483
0.000	0.000	0.000	510.307	292.341	506.392	397.192	194.558	520.386	329.789	293.749	128.132	259.722	234.933	128.022	202.394	324.703	24.399	466.141	123.132	65.249	49.172	592.247	678.961
0.000	0.000	0.000	510.012	292.316	506.573	396.760	194.620	520.564	329.707	293.720	128.138	259.707	234.929	128.000	202.388	324.700	24.358	466.117	123.148	65.301	49.174	592.329	679.455
