NO_OF_FRAMES	1200
NO_OF_CAMERAS	12
NO_OF_MARKERS	8
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-08, 11:27:47	226745.10205250
DATA_INCLUDED	3D
MARKER_NAMES	ASISL	ASISR	medialKnee	lateralKnee	medialMalleolus	lateralMalleolus	toe	sacral
ASISL X	ASISL Y	ASISL Z	ASISR X	ASISR Y	ASISR Z	medialKnee X	medialKnee Y	medialKnee Z	lateralKnee X	lateralKnee Y	lateralKnee Z	medialMalleolus X	medialMalleolus Y	medialMalleolus Z	lateralMalleolus X	lateralMalleolus Y	lateralMalleolus Z	toe X	toe Y	toe Z	sacral X	sacral Y	sacral Z	
0.000	0.000	0.000	-3358.998	505.426	960.590	-3629.437	604.484	501.159	-3640.071	505.986	516.888	0.000	0.000	0.000	0.000	0.000	0.000	-3815.034	551.764	29.575	0.000	0.000	0.000
0.000	0.000	0.000	-3347.056	506.076	962.525	-3619.802	604.589	503.599	-3630.588	505.880	518.911	0.000	0.000	0.000	0.000	0.000	0.000	-3813.393	551.096	28.214	0.000	0.000	0.000
0.000	0.000	0.000	-3334.596	506.682	963.858	-3609.616	604.752	505.472	-3620.054	505.735	521.077	0.000	0.000	0.000	0.000	0.000	0.000	-3810.719	549.965	27.794	0.000	0.000	0.000
0.000	0.000	0.000	-3323.103	506.765	965.571	-3599.060	605.051	506.956	-3608.370	505.413	522.604	0.000	0.000	0.000	0.000	0.000	0.000	-3811.816	550.672	23.738	0.000	0.000	0.000
0.000	0.000	0.000	-3311.417	506.976	967.007	-3588.189	605.482	508.253	-3596.990	505.352	523.898	0.000	0.000	0.000	0.000	0.000	0.000	-3810.915	550.081	22.285	0.000	0.000	0.000
0.000	0.000	0.000	-3299.942	507.076	968.437	-3577.094	606.059	509.215	-3585.471	505.499	524.549	0.000	0.000	0.000	0.000	0.000	0.000	-3818.756	555.362	16.469	0.000	0.000	0.000
0.000	0.000	0.000	-3288.511	507.118	969.731	-3565.616	606.612	509.814	-3572.465	505.372	525.253	0.000	0.000	0.000	0.000	0.000	0.000	-3815.434	552.770	15.407	0.000	0.000	0.000
0.000	0.000	0.000	-3277.062	507.220	970.733	-3553.302	607.001	509.672	-3559.415	505.330	525.149	0.000	0.000	0.000	0.000	0.000	0.000	-3808.897	548.034	17.474	0.000	0.000	0.000
0.000	0.000	0.000	-3264.940	507.671	971.180	-3540.729	607.553	509.629	-3547.901	506.086	523.951	0.000	0.000	0.000	0.000	0.000	0.000	-3807.099	546.880	21.043	0.000	0.000	0.000
0.000	0.000	0.000	-3253.824	507.582	972.350	-3527.760	608.082	508.708	-3532.616	505.781	523.755	0.000	0.000	0.000	0.000	0.000	0.000	-3804.978	545.996	25.191	0.000	0.000	0.000
0.000	0.000	0.000	-3242.378	507.795	972.849	-3514.385	608.753	507.654	-3519.673	506.429	522.094	0.000	0.000	0.000	0.000	0.000	0.000	-3801.813	544.903	29.469	0.000	0.000	0.000
0.000	0.000	0.000	-3231.040	507.896	973.524	-3500.765	609.290	506.413	-3503.814	506.211	521.315	0.000	0.000	0.000	0.000	0.000	0.000	-3797.433	543.657	34.012	0.000	0.000	0.000
0.000	0.000	0.000	-3219.539	508.260	973.648	-3486.305	609.931	504.258	-3489.659	506.894	519.268	-3856.533	567.308	312.612	0.000	0.000	0.000	-3792.649	542.783	38.391	0.000	0.000	0.000
0.000	0.000	0.000	-3209.011	507.985	974.462	-3471.692	610.569	502.190	-3474.139	507.357	516.724	-3846.423	566.731	317.951	0.000	0.000	0.000	-3785.370	540.727	44.236	0.000	0.000	0.000
0.000	0.000	0.000	-3197.185	508.393	974.073	-3457.088	611.382	499.896	-3458.343	507.662	514.497	-3836.203	566.209	323.329	0.000	0.000	0.000	-3776.992	538.446	50.390	0.000	0.000	0.000
0.000	0.000	0.000	-3185.323	508.877	973.640	-3441.988	612.318	497.196	-3441.834	508.134	511.592	-3825.540	565.529	328.636	0.000	0.000	0.000	-3768.914	536.894	55.699	-3379.369	599.415	1030.305
0.000	0.000	0.000	-3174.581	508.712	973.534	-3426.621	613.171	494.402	-3426.775	509.017	508.375	-3815.459	565.200	335.006	0.000	0.000	0.000	-3759.646	537.907	59.857	-3369.088	598.937	1028.863
0.000	0.000	0.000	-3164.795	508.371	973.194	-3410.827	614.088	490.962	-3409.655	509.476	505.096	-3804.737	564.643	340.874	0.000	0.000	0.000	-3749.591	534.863	66.800	-3358.846	598.401	1027.245
0.000	0.000	0.000	-3155.690	507.917	972.646	-3394.960	614.881	487.767	-3394.105	510.522	501.162	-3793.466	563.898	346.613	0.000	0.000	0.000	-3739.806	531.304	73.694	-3348.542	597.844	1025.660
0.000	0.000	0.000	-3146.987	507.412	971.916	-3379.519	616.346	484.416	-3376.682	510.729	498.010	-3781.723	563.209	352.319	0.000	0.000	0.000	-3731.348	530.774	77.700	-3338.281	597.292	1023.700
0.000	0.000	0.000	-3138.409	506.916	971.028	-3363.306	617.243	480.797	-3360.229	511.315	494.198	-3769.496	562.291	358.198	0.000	0.000	0.000	-3721.371	532.247	81.449	-3328.048	596.667	1021.662
0.000	0.000	0.000	-3129.679	506.492	970.010	-3346.669	617.967	476.776	-3343.184	511.771	490.474	-3756.512	561.144	363.685	0.000	0.000	0.000	-3708.819	530.600	87.621	-3317.973	595.986	1019.533
0.000	0.000	0.000	-3120.519	506.201	968.886	-3329.908	618.707	472.751	-3325.407	511.906	486.755	-3742.714	560.036	368.862	0.000	0.000	0.000	-3696.302	528.252	93.782	-3307.667	595.309	1017.020
0.000	0.000	0.000	-3110.652	506.104	967.684	-3312.985	619.331	468.684	-3310.059	512.669	482.060	-3728.629	558.921	374.178	0.000	0.000	0.000	-3686.430	527.618	97.498	-3297.448	594.539	1014.542
0.000	0.000	0.000	-3099.800	506.264	966.427	-3296.122	619.941	464.788	-3292.269	512.542	478.222	-3713.043	557.115	378.412	0.000	0.000	0.000	-3676.573	526.781	100.859	-3287.184	593.789	1011.803
0.000	0.000	0.000	-3089.063	506.430	964.806	-3278.519	620.208	460.125	-3274.638	512.366	474.471	-3697.497	555.712	382.877	0.000	0.000	0.000	-3663.013	522.178	107.437	-3276.908	593.032	1008.871
-3116.067	747.675	993.291	-3078.440	506.594	962.858	-3261.475	620.825	456.070	-3257.639	512.261	470.004	-3681.788	554.639	387.339	0.000	0.000	0.000	-3652.016	521.893	110.471	-3266.754	592.241	1005.821
-3104.352	746.427	989.733	-3067.927	506.748	960.624	-3243.523	620.746	451.507	-3240.649	512.360	465.415	-3665.003	553.067	390.893	0.000	0.000	0.000	-3637.916	522.826	112.612	-3256.653	591.580	1002.568
-3093.814	746.330	987.171	-3057.526	506.884	958.143	-3224.952	620.790	446.468	-3223.163	512.137	461.147	-3647.091	551.302	393.704	0.000	0.000	0.000	-3625.403	521.782	115.322	-3246.627	590.926	999.296
