NO_OF_SAMPLES	4800
TOT_NO_OF_CHAN	4
FREQUENCY	960.000000
NO_OF_CALC_CHAN	0
TIME_STAMP	2020-02-08, 11:50:02	228080.26681630
FIRST_SAMPLE	1
DESCRIPTION	--
DATA_INCLUDED	Analog
CHANNEL_NAMES	Vastus Lateralis	Vastus Medialis	Tibialis Anterior	Lateral Gastroc
CHANNEL_GAIN	1	1	1	1
FP_LOCATION
FP_CAL
FP_GAIN
Vastus Lateralis	Vastus Medialis	Tibialis Anterior	Lateral Gastroc	
-0.005341	0.004425	0.006256	-0.009918	
-0.001984	0.004425	0.004425	-0.009918	
-0.005341	0.005951	0.009308	-0.011749	
-0.008392	0.001678	0.010529	-0.009308	
-0.013885	-0.003204	0.008392	-0.008392	
-0.011749	0.001678	0.010834	-0.009308	
-0.002289	0.005951	0.014801	-0.002289	
0.002594	0.004425	0.011139	-0.004425	
0.007782	0.004730	0.005341	-0.009918	
0.011139	0.009308	0.010529	-0.009003	
0.003815	0.008698	0.007782	-0.012360	
0.002594	0.011749	0.012665	-0.009003	
-0.005035	0.006561	0.007172	-0.012970	
-0.001068	0.008087	0.012054	-0.002289	
-0.001678	0.002289	0.006866	-0.009308	
0.007782	0.016022	0.011749	-0.000153	
0.002594	0.008698	0.008392	-0.000153	
-0.002289	0.007172	0.005951	-0.005035	
-0.010223	0.001984	0.006866	-0.005035	
-0.010223	0.006561	0.008087	-0.006256	
-0.013885	0.006256	0.006866	-0.011444	
-0.015411	0.006256	0.006256	-0.011139	
-0.011139	0.010529	0.013275	-0.007477	
-0.013275	0.005035	0.008392	-0.007172	
-0.009308	0.004425	0.010834	-0.003204	
-0.012360	0.001678	0.003815	-0.009308	
-0.007477	0.010223	0.009003	-0.003510	
-0.014191	-0.000763	0.001068	-0.015106	
-0.006866	0.006561	0.012054	-0.003510	
-0.011444	-0.000153	0.007172	-0.011749	
-0.005341	0.006866	0.010529	-0.008392	
-0.003815	-0.000153	0.008698	-0.012970	
-0.003204	0.001984	0.009918	-0.007782	
-0.009003	-0.001373	0.008392	-0.009003	
-0.006256	0.006256	0.008698	-0.009918	
-0.011749	0.004730	0.007782	-0.009918	
-0.007477	0.005951	0.009308	-0.006866	
-0.005646	0.004120	0.008698	-0.007172	
-0.004120	0.002899	0.008392	-0.007172	
0.000153	-0.000763	0.014191	-0.005341	
-0.003204	-0.001068	0.009308	-0.009308	
0.001068	0.011749	0.010529	-0.003510	
-0.002899	0.010834	0.006866	-0.006256	
-0.005035	0.005951	0.012665	-0.000153	
-0.013580	-0.005035	0.006256	-0.007172	
-0.006866	-0.007782	0.011139	-0.002899	
-0.010834	-0.014801	0.007172	-0.005035	
-0.011139	-0.009918	0.006561	-0.007477	
-0.016327	-0.011139	0.007172	-0.008392	
-0.008087	0.002289	0.007782	-0.000763	
-0.012970	0.000458	0.000458	-0.003204	
-0.007477	0.004120	0.014496	-0.005951	
-0.009003	-0.000153	0.009308	-0.008392	
-0.007782	0.003815	-0.043183	-0.005341	
-0.001068	0.008087	-0.044709	-0.003510	
0.005951	0.000458	-0.010223	-0.011444	
0.019684	-0.005035	0.022125	-0.011749	
0.022736	-0.004120	0.064546	-0.010223	
0.022125	0.004730	0.006256	-0.003204	
0.006866	0.005951	-0.050202	-0.008087	
-0.001373	0.008087	0.050508	-0.003510	
-0.015106	0.004120	0.066377	-0.015717	
-0.018158	0.004730	0.069123	-0.012054	
-0.021210	0.004425	0.044709	-0.012970	
-0.013580	0.009308	0.029449	-0.010529	
-0.016022	0.003815	0.046540	-0.012360	
-0.013580	0.008698	0.063325	-0.003815	
-0.007172	0.009918	0.103609	0.003204	
-0.001068	0.010834	0.056306	-0.003204	
-0.003204	0.005646	-0.146639	-0.011444	
0.001984	0.002899	-0.130159	-0.011444	
0.001984	0.000153	-0.058442	-0.005646	
0.002289	-0.005646	0.004730	-0.004120	
0.002289	-0.001984	0.175021	-0.001678	
0.000763	0.003815	0.025482	0.004425	
-0.003815	-0.004120	-0.132296	0.001984	
-0.007477	-0.012970	0.079194	-0.000763	
0.000763	-0.002289	-0.034028	-0.000153	
0.005035	0.002289	-0.037995	-0.009613	
0.007172	0.005035	-0.009918	-0.012054	
-0.005035	0.005035	-0.038301	-0.017548	
-0.009308	0.008698	-0.024567	-0.005035	
-0.012054	0.010529	0.027008	-0.002899	
-0.009613	0.013885	-0.007477	0.004120	
-0.009613	0.005646	0.029144	0.000763	
-0.012054	-0.000763	-0.025482	-0.000763	
-0.009003	-0.001068	-0.109407	-0.004120	
-0.005646	0.003815	0.050813	-0.010223	
-0.009003	0.003204	0.013885	-0.005951	
-0.013580	-0.004120	-0.025482	-0.006866	
-0.009308	0.001678	0.003204	-0.005646	
-0.009308	-0.000763	0.097506	-0.006256	
-0.007782	0.002289	0.111238	-0.004425	
-0.011139	-0.002289	-0.002899	-0.007477	
-0.004425	-0.001678	0.001068	-0.005035	
-0.010223	-0.003510	0.031587	-0.009308	
-0.009308	-0.001678	0.001068	-0.006866	
-0.009308	0.000763	0.011139	-0.012054	
-0.002899	0.010834	0.001068	-0.006256	
-0.012970	0.004730	0.027008	-0.011444	
-0.006256	0.011749	0.030060	-0.007172	
-0.011444	0.005951	0.015411	-0.012054	
-0.005951	0.010223	-0.002899	-0.004425	
-0.008087	0.007782	0.004425	-0.007477	
-0.003815	0.008698	0.018768	-0.005646	
-0.000153	0.005035	0.000153	-0.007782	
0.002594	0.004425	-0.012970	-0.003815	
-0.000763	0.002594	0.001068	-0.005646	
-0.002899	-0.006256	0.001068	-0.009308	
-0.001373	-0.003815	0.007172	-0.006256	
-0.005646	-0.007172	0.005341	-0.006866	
-0.003204	0.003815	0.011749	0.000153	
-0.005951	0.002899	0.009003	-0.001678	
-0.001984	0.007172	0.014801	-0.000763	
-0.008087	0.007782	0.006256	-0.007172	
-0.000763	0.010529	0.015411	-0.000153	
-0.007782	0.005035	0.006256	-0.013885	
0.001984	0.017242	0.012054	-0.009308	
-0.005951	0.013885	0.005341	-0.011139	
-0.003204	0.012970	0.006866	-0.002289	
-0.007172	0.000763	0.005951	-0.008392	
-0.005646	0.002899	0.007782	-0.011444	
-0.005646	0.001984	0.007172	-0.013275	
-0.001373	0.001984	0.007172	-0.010529	
-0.001373	0.003204	0.010223	-0.004120	
-0.007477	-0.002289	0.006866	-0.011139	
-0.000153	-0.002899	0.013275	-0.007477	
-0.004425	0.000458	0.006256	-0.009308	
-0.001984	0.008698	0.009918	-0.001984	
-0.010223	0.002899	0.001984	-0.008392	
-0.003815	0.010223	0.009003	-0.003510	
-0.009613	0.008392	0.002289	-0.010223	
-0.001373	0.018158	0.013275	-0.004120	
-0.008087	0.008087	0.009918	-0.011139	
-0.005951	0.008392	0.012665	-0.005035	
-0.007172	0.008087	0.010223	-0.003204	
-0.005035	0.002594	0.009003	-0.005951	
-0.009308	-0.000763	0.009003	-0.006256	
-0.011139	-0.001984	0.007172	-0.005646	
-0.005951	-0.001373	0.011139	-0.007172	
-0.006256	-0.005646	0.006561	-0.013275	
0.000458	-0.001373	0.011749	-0.005646	
