NO_OF_FRAMES	1200
NO_OF_CAMERAS	12
NO_OF_MARKERS	9
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-08, 11:50:02	228080.26681630
DATA_INCLUDED	3D
MARKER_NAMES	ASISL	ASISR	medialKnee	lateralKnee	medialMalleolus	lateralMalleolus	heel	toe	sacral
ASISL X	ASISL Y	ASISL Z	ASISR X	ASISR Y	ASISR Z	medialKnee X	medialKnee Y	medialKnee Z	lateralKnee X	lateralKnee Y	lateralKnee Z	medialMalleolus X	medialMalleolus Y	medialMalleolus Z	lateralMalleolus X	lateralMalleolus Y	lateralMalleolus Z	heel X	heel Y	heel Z	toe X	toe Y	toe Z	sacral X	sacral Y	sacral Z	
-961.654	763.222	1022.118	-956.964	486.939	1042.650	-926.427	609.064	549.747	-954.846	492.836	561.802	-1009.959	610.649	134.514	-1026.944	526.146	111.482	-1111.517	572.467	25.869	-788.739	594.374	72.206	-1176.570	623.249	1069.972
-956.281	762.975	1023.047	-951.653	486.435	1043.298	-923.577	608.414	549.815	-952.975	492.652	561.926	-1009.711	610.658	134.777	-1026.573	526.177	111.987	-1111.544	572.260	26.345	-788.863	594.042	71.935	-1170.928	623.246	1070.814
-950.923	762.762	1023.844	-946.500	486.081	1043.766	-921.315	608.107	549.488	-950.961	492.422	561.988	-1009.359	610.695	135.089	-1026.316	526.233	112.259	-1111.399	572.316	26.502	-788.732	594.047	71.763	-1165.564	623.023	1071.569
-945.034	762.144	1024.588	-941.426	485.685	1044.256	-918.691	607.732	549.412	-949.212	492.251	561.973	-1008.945	610.713	135.398	-1026.105	526.304	112.727	-1111.322	572.343	26.644	-788.595	594.051	71.553	-1159.982	622.963	1072.471
-939.908	761.969	1025.116	-936.011	485.161	1045.002	-916.508	607.450	549.143	-947.185	492.001	562.245	-1008.546	610.826	135.783	-1025.792	526.354	112.975	-1111.269	572.340	26.831	-788.461	594.049	71.410	-1154.402	622.881	1073.345
-934.968	761.872	1025.751	-930.918	484.830	1045.483	-913.787	606.898	549.175	-945.459	491.872	562.305	-1008.111	610.914	136.108	-1025.566	526.491	113.292	-1111.205	572.385	27.017	-788.370	594.043	71.253	-1148.915	622.798	1074.249
-929.826	761.608	1026.631	-925.791	484.524	1045.896	-911.142	606.536	549.364	-943.705	491.788	562.424	-1007.757	611.052	136.435	-1025.259	526.637	113.538	-1111.171	572.417	27.197	-788.224	594.018	71.048	-1143.552	622.737	1075.080
-924.505	761.179	1027.450	-920.652	484.172	1046.322	-910.365	607.034	549.140	-942.155	491.820	562.607	-1007.501	611.211	136.603	-1024.735	526.868	113.881	-1111.124	572.530	27.272	-788.091	594.010	70.824	-1138.142	622.651	1076.029
-919.288	760.801	1028.236	-915.430	483.763	1046.816	-909.218	607.338	549.116	-940.731	491.848	562.651	-1007.161	611.359	136.858	-1024.474	527.072	114.157	-1111.075	572.582	27.502	-787.977	594.041	70.645	-1132.888	622.509	1076.865
-913.697	760.217	1029.060	-910.218	483.362	1047.351	-907.638	607.584	549.293	-939.045	491.906	562.768	-1006.816	611.529	137.097	-1024.203	527.236	114.383	-1111.032	572.711	27.643	-787.737	594.150	70.453	-1127.330	622.642	1077.472
-908.080	759.632	1030.209	-905.268	483.310	1047.403	-906.634	608.007	549.267	-938.029	492.264	562.497	-1006.398	611.685	137.340	-1023.912	527.408	114.645	-1111.003	572.734	27.876	-787.918	594.061	70.120	-1122.033	622.509	1078.282
-902.819	759.192	1031.032	-899.939	482.926	1047.877	-905.373	608.355	549.363	-936.330	492.371	562.609	-1006.013	611.847	137.625	-1023.712	527.606	115.047	-1110.940	572.814	28.085	-787.816	594.066	69.951	-1116.628	622.455	1078.887
-897.276	758.575	1032.055	-894.768	482.644	1048.274	-904.181	608.662	549.410	-934.827	492.448	562.726	-1005.582	612.039	137.834	-1023.463	527.791	115.385	-1110.814	572.968	28.217	-787.633	594.038	69.813	-1111.319	622.385	1079.510
-891.544	757.918	1033.046	-889.761	482.545	1048.484	-903.120	608.934	549.365	-933.229	492.503	562.750	-1005.190	612.185	138.082	-1023.271	527.943	115.748	-1110.785	573.007	28.474	-787.549	594.001	69.707	-1105.803	622.428	1080.100
-885.801	757.312	1033.962	-884.420	482.162	1048.722	-901.582	609.233	549.281	-931.372	492.551	562.916	-1004.942	612.315	138.266	-1023.024	528.092	116.096	-1110.780	573.058	28.667	-787.422	594.006	69.551	-1100.477	622.429	1080.750
-880.412	756.836	1034.686	-879.123	481.950	1049.038	-900.488	609.600	548.825	-929.590	492.588	563.034	-1004.486	612.526	138.523	-1022.800	528.288	116.413	-1110.725	573.146	28.874	-787.319	594.001	69.396	-1095.001	622.506	1081.209
-874.795	756.168	1035.683	-874.007	481.815	1049.316	-899.245	609.958	548.342	-928.092	492.892	562.926	-1004.138	612.619	138.938	-1022.634	528.466	116.742	-1110.668	573.261	29.033	-787.214	593.992	69.239	-1089.608	622.607	1081.769
-868.867	755.520	1036.728	-868.662	481.707	1049.278	-897.794	610.234	547.932	-925.539	492.442	563.441	-1003.703	612.775	139.190	-1022.426	528.593	117.067	-1110.694	573.308	29.346	-787.103	593.966	69.100	-1084.190	622.640	1082.231
-863.326	755.163	1037.233	-863.470	481.474	1049.479	-896.611	610.668	547.648	-923.928	492.651	563.290	-1002.748	612.952	139.721	-1022.191	528.786	117.356	-1110.586	573.422	29.534	-786.985	593.987	68.960	-1078.833	622.675	1082.607
-857.560	754.636	1038.012	-858.174	481.387	1049.378	-895.093	611.035	547.449	-921.337	492.253	564.153	-1002.214	613.076	140.043	-1022.094	528.961	117.881	-1110.605	573.423	29.754	-786.840	593.932	68.856	-1073.301	622.816	1082.875
-851.820	754.168	1038.746	-853.164	481.414	1049.395	-893.211	611.134	547.369	-919.631	492.477	564.196	-1001.923	613.296	140.226	-1021.787	529.123	118.315	-1110.523	573.513	29.876	-786.708	593.933	68.674	-1067.957	622.794	1083.397
-846.203	753.928	1038.950	-847.689	481.147	1049.431	-891.106	611.083	547.142	-917.892	492.501	564.253	-1001.465	613.439	140.542	-1021.488	529.349	118.689	-1110.454	573.544	30.024	-786.557	593.937	68.493	-1062.396	622.920	1083.663
-840.381	753.500	1039.570	-842.552	480.938	1049.482	-888.604	610.834	547.131	-915.482	492.227	564.335	-1000.992	613.601	140.893	-1021.212	529.538	119.043	-1110.411	573.656	30.159	-786.424	593.933	68.224	-1056.934	623.102	1083.877
-834.429	753.156	1040.244	-837.398	480.840	1049.157	-888.082	611.995	546.782	-914.081	492.301	564.469	-1000.618	613.812	141.272	-1020.955	529.769	119.354	-1110.343	573.765	30.265	-786.280	593.951	68.003	-1051.428	623.261	1083.985
-828.632	752.897	1040.439	-832.340	480.704	1048.867	-886.657	612.409	546.521	-915.459	494.691	565.035	-1000.181	614.023	141.646	-1020.697	530.024	119.677	-1110.306	573.855	30.504	-786.119	593.950	67.806	-1045.890	623.455	1084.226
-822.847	752.680	1040.873	-827.084	480.447	1048.555	-887.540	614.032	547.549	-913.878	494.702	565.316	-999.771	614.249	142.062	-1020.540	530.243	120.154	-1110.237	574.008	30.646	-785.975	594.144	67.538	-1040.295	623.769	1084.378
-817.009	752.428	1040.764	-821.882	480.167	1048.449	-885.978	614.286	547.473	-911.659	494.451	565.639	-999.408	614.400	142.443	-1020.417	530.486	120.683	-1110.227	574.100	30.780	-785.503	593.691	67.519	-1034.666	623.985	1084.404
-811.011	752.277	1041.243	-816.666	479.954	1047.999	-883.875	614.153	547.265	-910.512	495.025	565.476	-998.800	614.555	142.928	-1020.117	530.647	121.256	-1110.130	574.194	30.954	-785.366	593.603	67.375	-1029.134	624.168	1084.499
-805.268	752.301	1040.942	-811.346	479.679	1047.513	-882.136	614.385	547.186	-909.982	496.099	565.016	-998.317	614.736	143.280	-1019.918	530.865	121.859	-1110.101	574.230	31.095	-785.196	593.621	67.177	-1023.435	624.393	1084.594
-799.293	752.089	1041.096	-806.324	479.589	1047.101	-880.362	614.625	547.134	-909.616	497.347	564.444	-997.783	614.874	143.761	-1019.710	531.032	122.382	-1110.027	574.333	31.210	-785.055	593.649	66.922	-1017.665	624.735	1084.610
-793.122	751.960	1041.064	-802.279	479.949	1046.441	-878.466	614.885	547.101	-908.958	498.445	563.948	-997.327	615.023	144.101	-1019.403	531.259	122.755	-1109.964	574.424	31.322	-784.888	593.580	66.756	-1011.894	625.031	1084.472
-787.040	751.965	1041.115	-796.509	479.569	1045.977	-876.648	615.375	546.794	-907.554	499.068	563.715	-996.949	615.315	144.444	-1018.998	531.472	123.167	-1109.964	574.542	31.520	-784.772	593.488	66.576	-1006.149	625.382	1084.519
-781.432	752.247	1040.311	-791.462	479.276	1045.637	-874.567	615.595	546.676	-904.949	498.892	563.932	-996.227	615.377	144.855	-1018.730	531.750	123.680	-1109.890	574.702	31.705	-784.741	593.457	66.508	-1000.273	625.705	1084.523
-775.103	752.092	1040.091	-785.809	478.934	1045.015	-872.383	615.698	546.287	-902.405	498.425	563.794	-995.597	615.443	145.239	-1018.451	531.969	124.149	-1109.897	574.842	31.926	-784.410	593.260	66.358	-994.347	626.170	1084.309
-768.959	752.267	1039.742	-780.333	478.679	1044.431	-869.432	615.306	545.765	-899.665	497.950	564.289	-994.905	615.554	145.648	-1018.208	532.186	124.691	-1109.811	574.976	32.115	-784.421	593.238	66.254	-988.516	626.483	1084.312
-762.991	752.398	1039.179	-775.093	478.661	1043.897	-867.113	615.361	545.601	-897.355	496.311	565.475	-994.128	615.394	145.983	-1017.969	532.403	125.184	-1109.733	575.129	32.304	-784.154	593.166	66.054	-982.445	626.891	1084.199
-756.835	752.493	1038.623	-769.552	478.440	1043.232	-864.742	615.509	545.196	-895.033	496.385	565.638	-993.248	615.224	146.420	-1017.451	532.479	125.555	-1109.721	575.234	32.530	-784.068	593.289	65.774	-976.455	627.362	1083.844
-750.674	752.648	1037.741	-764.085	478.326	1042.531	-862.578	616.037	544.752	-893.036	496.458	565.568	-993.066	615.698	146.996	-1017.180	532.594	126.044	-1109.641	575.311	32.704	-783.895	593.213	65.616	-970.392	627.734	1083.691
-744.293	752.871	1037.425	-758.605	478.296	1041.826	-859.749	615.986	544.204	-890.797	496.550	565.699	-992.444	615.803	147.424	-1016.904	532.735	126.649	-1109.612	575.398	32.927	-783.777	593.203	65.412	-964.425	628.097	1083.457
-738.054	753.038	1036.784	-753.257	478.092	1041.201	-857.195	616.109	543.693	-888.263	496.661	565.980	-991.874	615.864	147.778	-1016.699	532.958	127.556	-1109.449	575.607	33.131	-783.609	593.121	65.244	-958.264	628.620	1083.036
-731.641	753.260	1035.890	-747.585	478.065	1040.510	-853.822	615.694	543.104	-885.867	496.807	566.037	-991.205	615.956	148.148	-1016.204	533.122	128.021	-1109.382	575.744	33.457	-783.474	593.100	65.054	-952.118	629.118	1082.584
-725.131	753.254	1035.302	-742.085	478.131	1039.454	-851.122	615.720	542.644	-883.267	496.834	566.258	-990.514	616.012	148.642	-1015.699	533.237	128.490	-1109.343	575.906	33.766	-783.293	593.064	64.834	-946.032	629.605	1081.993
-718.829	753.496	1034.376	-736.295	477.912	1038.758	-847.961	615.946	542.069	-880.479	496.995	566.257	-989.818	616.079	149.060	-1015.257	533.372	128.950	-1109.266	576.073	34.149	-783.134	592.976	64.617	-939.789	630.163	1081.401
-712.176	753.652	1033.751	-730.654	477.850	1037.979	-844.741	615.938	541.226	-877.605	496.929	566.528	-989.209	616.173	149.534	-1014.859	533.402	129.682	-1109.191	576.186	34.558	-782.984	592.938	64.446	-933.592	630.617	1080.579
-705.723	753.826	1032.819	-724.977	477.722	1037.119	-841.290	616.002	541.003	-874.136	496.650	566.077	-988.520	616.224	150.021	-1014.380	533.447	130.286	-1109.065	576.358	35.137	-782.915	592.951	64.157	-927.319	631.165	1079.788
-699.210	753.834	1032.168	-719.047	477.546	1036.240	-837.554	615.747	539.894	-871.532	496.664	565.553	-987.733	616.257	150.543	-1013.920	533.497	130.958	-1108.998	576.570	35.815	-783.245	593.313	63.483	-921.086	631.682	1078.845
-692.430	753.907	1031.480	-713.208	477.522	1035.155	-833.856	615.973	539.510	-868.297	496.775	565.345	-986.985	616.306	151.068	-1013.323	533.514	131.594	-1108.873	576.686	36.434	-783.105	593.292	63.260	-914.804	632.171	1077.899
-685.762	753.799	1030.485	-707.153	477.265	1034.310	-830.976	616.739	539.555	-864.760	496.677	565.397	-986.255	616.305	151.614	-1012.658	533.512	132.347	-1108.799	576.826	37.134	-783.019	593.285	63.024	-908.522	632.693	1076.838
-678.937	753.710	1030.001	-701.099	477.088	1033.352	-828.743	617.940	539.950	-861.015	496.793	564.981	-985.465	616.343	152.175	-1011.865	533.847	133.052	-1108.577	577.046	37.871	-782.862	593.256	62.768	-902.148	633.401	1075.518
-672.306	753.638	1028.935	-694.892	477.011	1032.415	-826.984	619.468	540.619	-857.014	496.678	564.969	-984.560	616.303	152.842	-1011.370	533.431	133.843	-1108.497	577.192	38.814	-782.877	593.387	62.440	-895.899	633.877	1074.552
-665.606	753.314	1028.324	-688.778	476.822	1031.435	-825.527	621.218	541.483	-852.880	496.569	564.656	-983.871	616.204	153.443	-1010.570	533.281	134.697	-1108.432	577.238	39.860	-782.618	593.284	62.192	-889.729	634.363	1073.509
-658.998	753.222	1027.463	-682.655	476.835	1030.437	-824.199	623.082	542.465	-848.475	496.455	564.358	-982.884	616.096	154.082	-1009.806	533.124	135.426	-1108.255	577.348	40.917	-782.443	593.286	61.902	-883.325	634.907	1072.263
-652.191	752.764	1026.723	-676.296	476.720	1029.537	-822.829	624.955	543.488	-843.906	496.163	564.012	-981.927	615.897	154.799	-1009.013	532.862	136.320	-1108.018	577.235	42.011	-782.253	593.216	61.649	-877.010	635.303	1071.198
-645.640	752.645	1025.849	-670.038	476.709	1028.612	-821.244	626.729	544.474	-839.129	495.906	563.468	-980.938	615.603	155.481	-1008.056	532.558	137.278	-1107.897	577.040	43.406	-782.093	593.133	61.483	-870.648	635.672	1070.064
-638.885	752.288	1025.129	-663.776	476.848	1027.727	-819.272	628.299	545.345	-834.020	495.606	563.022	-979.861	615.358	156.204	-1007.105	532.283	138.197	-1107.709	576.939	44.788	-782.133	593.258	61.355	-864.492	635.989	1068.994
-632.266	751.881	1024.283	-657.606	476.958	1026.770	-816.741	629.557	546.025	-828.764	495.330	562.420	-978.799	615.001	157.014	-1006.033	531.897	139.235	-1107.507	576.755	46.217	-782.037	593.393	61.020	-858.210	636.243	1068.021
-625.945	751.846	1023.044	-651.293	477.131	1026.070	-813.479	630.398	546.436	-823.224	495.074	561.708	-977.554	614.621	157.853	-1004.948	531.492	140.229	-1107.322	576.631	47.898	-781.931	593.401	60.670	-851.910	636.546	1066.947
-619.543	751.635	1021.765	-645.151	477.561	1024.998	-809.313	630.715	546.500	-817.890	494.458	561.091	-976.218	614.301	158.718	-1003.857	531.080	141.350	-1107.057	576.520	49.470	-781.790	593.399	60.439	-845.582	636.723	1065.901
-612.876	751.595	1020.793	-638.857	477.863	1024.177	-800.430	629.050	543.897	-811.496	494.364	560.042	-974.907	613.936	159.722	-1002.714	530.573	142.465	-1106.752	576.423	51.201	-781.706	593.421	60.186	-839.309	636.944	1064.913
-606.235	751.462	1019.533	-632.714	478.228	1023.236	-793.237	628.207	542.424	-805.395	493.768	559.338	-973.567	613.544	160.837	-1001.478	530.061	143.594	-1106.486	576.307	53.119	-781.657	593.474	59.897	-833.006	637.104	1063.861
-599.669	751.511	1018.282	-626.495	478.682	1022.430	-787.055	627.479	541.793	-799.289	493.116	558.440	-972.185	613.058	161.885	-1000.223	529.600	144.897	-1106.101	576.152	55.001	-781.559	593.491	59.575	-826.515	637.410	1062.652
-593.206	751.834	1016.655	-620.243	479.016	1021.504	-782.638	627.809	541.819	-792.685	492.599	557.587	-970.638	612.619	163.112	-998.890	529.118	146.302	-1105.735	576.118	57.050	-781.427	593.555	59.287	-820.059	637.664	1061.505
-586.584	752.100	1015.039	-613.945	479.256	1020.733	-776.807	627.219	541.398	-785.939	492.005	556.371	-968.869	612.191	164.287	-997.433	528.606	147.672	-1105.272	576.021	59.061	-781.335	593.580	58.970	-813.582	637.881	1060.336
-579.935	752.518	1013.638	-607.778	479.520	1019.811	-764.536	624.403	536.982	-779.076	491.360	555.415	-966.986	611.692	165.520	-996.071	528.154	149.222	-1104.971	575.852	61.508	-781.226	593.571	58.643	-806.999	638.315	1059.005
-573.256	753.114	1012.092	-601.382	479.690	1018.963	-766.245	626.784	540.921	-772.251	490.490	554.546	-965.064	611.262	166.861	-994.468	527.935	150.861	-1104.434	575.942	63.869	-781.108	593.569	58.295	-800.427	638.581	1057.970
-566.188	753.417	1011.070	-595.162	479.727	1018.001	-752.842	623.420	535.661	-764.685	489.725	552.224	-962.791	610.868	168.316	-992.825	527.622	152.616	-1103.896	575.943	66.521	-780.973	593.590	58.020	-793.807	639.034	1056.757
-559.355	754.002	1009.865	-589.539	479.694	1016.699	-745.893	622.334	534.595	-758.004	488.554	551.399	-960.428	610.563	169.845	-991.042	527.317	154.484	-1103.198	576.058	69.331	-780.868	593.625	57.676	-787.186	639.477	1055.564
-552.290	754.406	1009.086	-583.114	479.707	1015.693	-739.784	621.612	533.984	-750.594	487.595	550.149	-957.935	610.147	171.484	-989.278	527.057	156.786	-1102.429	576.166	72.322	-780.676	593.584	57.487	-780.483	639.963	1054.455
-545.361	754.978	1008.140	-576.540	479.840	1014.706	-729.000	619.165	530.455	-743.105	486.442	549.322	-955.365	609.751	173.428	-987.025	526.823	158.792	-1101.426	576.251	75.491	-780.535	593.525	57.240	-773.901	640.456	1053.389
-538.311	755.382	1007.493	-569.670	479.708	1013.797	-699.887	607.780	518.944	-735.673	485.046	548.297	-952.336	609.271	175.287	-984.782	526.444	161.275	-1100.469	576.153	79.023	-780.306	593.508	56.894	-767.218	640.983	1052.390
-531.298	755.812	1007.214	-563.094	479.890	1012.752	-690.755	605.894	516.821	-728.032	483.697	547.487	-949.075	608.815	177.241	-982.291	526.252	163.998	-1099.312	576.136	82.913	-780.089	593.398	56.643	-760.665	641.467	1051.527
-524.300	756.136	1007.145	-556.461	480.165	1011.949	-681.489	604.119	515.080	-720.020	482.272	546.493	-945.550	608.306	179.325	-979.474	525.990	166.626	-1098.055	576.069	87.251	-779.827	593.265	56.494	-754.006	641.981	1050.672
-517.453	756.589	1006.992	-549.828	480.504	1011.044	-673.769	602.901	513.908	-711.846	480.791	545.743	-941.708	607.771	181.557	-976.501	525.686	169.779	-1096.406	576.088	91.984	-779.571	593.271	56.243	-747.374	642.511	1049.854
-510.565	756.935	1006.986	-543.164	480.827	1010.473	-663.923	600.853	512.364	-703.046	479.500	544.810	-937.734	607.278	184.057	-972.965	525.463	172.598	-1094.526	576.169	97.096	-779.228	593.265	55.866	-740.690	643.005	1049.086
-503.665	757.286	1007.348	-536.491	481.263	1010.061	-655.778	599.612	511.370	-694.405	477.859	544.175	-933.501	606.691	186.560	-969.376	525.178	175.980	-1093.421	575.760	103.369	-779.101	593.545	55.540	-734.057	643.598	1048.471
-496.750	757.657	1007.712	-529.769	481.804	1009.780	-646.454	597.616	510.240	-685.073	476.132	543.286	-928.742	605.988	189.346	-965.550	524.784	179.600	-1091.114	576.114	109.472	-778.732	593.487	55.252	-727.495	644.072	1047.856
-490.151	758.244	1008.116	-523.185	482.344	1009.466	-636.710	595.746	508.778	-675.333	474.305	542.407	-923.507	605.378	192.027	-961.106	524.228	183.155	-1088.332	576.346	116.101	-778.355	593.413	54.954	-720.898	644.679	1047.288
-483.441	758.661	1008.438	-515.923	483.160	1009.467	-626.753	593.603	507.557	-664.742	472.203	540.521	-917.871	604.660	194.825	-956.446	523.936	187.005	-1085.161	576.434	123.164	-777.776	593.298	54.496	-714.399	645.236	1046.803
-476.692	759.043	1009.096	-509.256	483.847	1009.433	-611.768	589.117	504.367	-654.620	469.891	539.839	-911.818	603.871	197.895	-950.939	523.457	190.709	-1081.422	576.648	130.843	-777.035	593.074	53.902	-707.922	645.826	1046.394
-470.006	759.340	1009.727	-503.190	484.878	1009.092	-602.025	587.465	503.388	-644.236	467.974	539.025	-905.520	603.044	201.072	-945.363	522.832	195.047	-1077.069	577.117	139.329	-776.225	592.829	53.350	-701.441	646.472	1046.013
-463.550	759.778	1010.313	-496.747	485.605	1009.020	-588.562	583.823	502.157	-633.624	466.026	538.269	-898.738	602.232	204.532	-939.292	522.374	199.344	-1072.011	577.919	148.406	-775.331	592.898	52.820	-694.971	647.229	1045.609
-457.220	760.209	1010.726	-490.468	486.445	1008.817	-576.981	581.923	499.838	-622.552	464.109	537.275	-891.547	601.516	207.892	-932.977	521.539	203.858	-1066.435	578.735	157.659	-774.182	592.902	51.977	-688.682	647.955	1045.427
-450.903	760.585	1011.275	-484.226	487.266	1008.822	-565.425	580.169	497.265	-611.154	462.168	536.285	-883.917	600.779	211.513	-925.916	521.339	208.319	-1060.420	579.369	167.379	-773.202	592.053	51.175	-682.503	648.709	1045.154
-444.509	761.017	1011.743	-477.953	488.140	1008.871	-551.904	577.384	495.071	-599.544	460.451	535.247	-875.895	600.015	215.108	-918.281	520.953	212.871	-1053.651	580.210	177.526	-771.821	591.873	50.529	-676.222	649.476	1045.061
-438.158	761.270	1012.423	-471.525	489.104	1008.894	-538.808	575.035	492.643	-587.694	458.688	534.199	-867.605	599.366	218.857	-910.349	520.494	217.718	-1046.231	580.847	188.072	-770.216	591.690	49.560	-670.137	650.157	1044.945
-431.853	761.511	1012.975	-465.215	490.162	1009.044	-524.876	572.512	490.686	-575.734	457.119	533.289	-858.565	598.856	222.830	-902.095	519.962	222.870	-1037.986	581.026	198.969	-768.208	591.254	48.732	-664.158	650.887	1044.817
-425.881	761.969	1013.273	-458.805	491.150	1009.089	-511.971	569.807	488.476	-563.596	455.671	532.468	-849.130	598.157	226.852	-893.354	519.405	227.681	-1029.481	580.989	210.249	-765.566	590.850	47.503	-658.082	651.632	1044.763
-419.875	762.327	1013.695	-452.581	492.198	1009.222	-496.826	567.687	486.809	-551.282	454.508	532.082	-839.873	597.292	230.483	-884.251	518.869	232.529	-1020.164	581.009	221.393	-763.142	590.376	46.165	-652.133	652.367	1044.755
-413.820	762.666	1014.148	-446.392	493.209	1009.236	-482.678	565.624	485.796	-538.485	453.028	531.729	-829.984	596.788	234.372	-874.782	518.523	237.462	-1009.720	580.889	232.177	-760.181	589.399	45.187	-646.321	652.968	1044.853
-407.754	762.900	1014.659	-440.165	494.135	1009.384	-468.666	563.927	485.311	-526.519	452.482	531.527	-820.088	596.432	238.108	-864.838	518.111	242.258	-998.396	580.482	242.987	-756.639	587.962	43.750	-640.510	653.497	1045.093
-401.642	763.091	1015.141	-434.154	495.055	1009.471	-454.926	562.699	485.234	-514.135	451.356	531.199	-809.394	595.958	241.678	-854.666	517.849	247.061	-986.332	579.821	253.956	-753.018	586.639	42.328	-634.637	654.012	1045.221
-395.786	763.447	1015.591	-428.079	495.837	1009.460	-441.245	561.604	485.818	-501.767	450.233	531.171	-798.371	595.508	245.404	-844.300	517.550	251.624	-973.443	579.120	264.675	-749.239	585.085	40.685	-628.918	654.498	1045.435
-389.831	763.864	1015.939	-422.334	496.509	1009.541	-427.855	560.495	487.171	-489.210	448.896	531.269	-787.100	595.097	248.918	-833.533	517.379	256.077	-959.898	578.790	275.292	-745.577	583.484	38.626	-623.214	654.747	1045.918
-383.955	764.141	1016.377	-416.483	497.131	1009.584	-414.973	559.849	488.695	-476.696	447.597	531.727	-775.771	594.801	252.504	-822.584	517.249	260.442	-945.678	578.545	285.228	-743.603	583.019	35.405	-617.448	655.054	1046.461
-377.990	764.425	1016.868	-410.717	497.601	1009.619	-401.750	559.012	490.305	-464.294	446.514	532.240	-763.800	594.235	255.812	-811.440	517.063	264.610	-930.630	578.650	294.546	-740.198	581.646	32.950	-611.869	655.188	1046.984
-372.084	764.590	1017.491	-405.038	497.880	1009.773	-389.778	558.482	491.995	-451.994	445.448	533.126	-751.888	593.806	258.863	-800.041	516.885	268.463	-914.937	579.188	303.158	-736.318	580.653	31.225	-606.157	655.483	1047.525
-366.288	764.860	1017.976	-399.498	498.070	1010.074	-377.212	557.677	494.005	-439.848	444.346	534.114	-739.587	593.316	261.247	-788.397	516.666	271.776	-898.714	580.223	310.985	-731.302	579.266	31.804	-600.685	655.661	1048.327
-360.622	765.250	1018.321	-394.053	498.170	1010.507	-364.947	557.077	495.988	-427.847	443.656	535.361	-727.138	593.189	263.784	-776.928	516.675	275.415	-882.575	581.647	317.830	-725.300	577.786	33.410	-594.939	655.948	1049.016
-355.015	765.695	1018.776	-388.560	498.111	1011.139	-352.922	556.671	498.071	-415.522	442.348	536.836	-714.531	592.975	266.179	-765.060	516.489	278.791	-867.155	583.602	323.649	-717.317	575.858	35.410	-589.455	656.073	1050.020
-349.473	766.100	1019.176	-383.170	497.941	1011.881	-340.601	556.125	500.473	-403.457	441.440	538.307	-702.982	592.243	268.446	-753.086	516.444	282.063	-852.844	585.871	328.200	-707.311	573.609	37.483	-583.841	656.401	1050.810
-343.824	766.351	1019.794	-377.912	497.605	1012.774	-328.796	555.964	502.751	-391.110	440.209	540.011	-690.716	592.199	271.499	-741.016	516.470	285.129	-839.402	588.145	331.624	-695.767	571.240	40.164	-578.290	656.730	1051.692
-338.252	766.610	1020.447	-372.661	497.317	1013.812	-316.812	555.736	505.316	-379.074	439.268	541.965	-678.415	592.182	274.257	-728.835	516.491	288.081	-826.768	590.175	333.994	-682.639	568.974	43.228	-572.713	656.975	1052.667
-332.659	766.834	1021.148	-367.418	496.849	1014.752	-304.905	555.730	507.853	-366.800	438.592	543.986	-667.878	591.977	278.336	-716.476	516.578	291.036	-815.007	591.784	335.307	-667.953	566.973	46.140	-567.153	657.167	1053.663
-327.175	767.233	1021.997	-362.243	496.464	1015.678	-293.113	555.738	510.652	-356.402	439.216	546.579	-655.747	592.009	281.219	-704.163	516.766	293.384	-803.796	592.561	335.723	-652.730	565.680	48.546	-561.661	657.437	1054.506
-321.674	767.541	1022.808	-357.014	496.135	1016.746	-281.513	555.831	513.451	-344.314	438.479	548.776	-642.415	593.634	284.151	-691.781	517.081	295.624	-793.035	593.033	335.225	-635.880	564.350	51.368	-556.011	657.715	1055.592
-316.235	767.839	1023.732	-351.841	495.702	1017.827	-269.878	556.027	516.474	-330.510	436.541	550.891	-631.359	594.325	286.702	-679.308	517.561	297.630	-782.294	593.170	334.086	-619.103	563.355	53.916	-550.606	657.857	1056.716
-310.873	768.167	1024.491	-346.659	495.407	1018.906	-258.444	556.203	519.582	-318.900	435.690	552.397	-617.575	593.746	288.117	-666.249	517.925	298.724	-771.310	592.865	332.526	-601.658	562.484	56.102	-545.089	658.109	1057.808
-305.430	768.409	1025.494	-341.457	495.189	1020.084	-246.917	556.372	522.853	-308.200	436.525	554.999	-605.535	594.230	289.778	-653.101	518.135	299.713	-759.920	592.270	330.728	-584.329	561.854	58.202	-539.593	658.326	1058.894
-300.078	768.479	1026.394	-336.279	494.921	1021.207	-235.665	556.605	526.185	-296.897	436.468	558.067	-592.360	594.362	290.728	-639.719	518.276	300.219	-748.177	591.348	328.761	-567.077	561.463	59.712	-534.004	658.549	1059.997
-294.880	768.688	1027.093	-331.002	494.690	1022.398	-224.470	556.770	529.541	-285.393	436.446	560.594	-574.644	593.285	289.847	-625.949	518.342	300.213	-735.962	590.181	326.514	-549.478	561.146	61.257	-528.637	658.527	1061.214
-289.509	768.636	1028.270	-325.832	494.592	1023.597	-213.297	557.011	533.178	-273.985	436.536	563.711	-562.091	593.780	290.474	-612.241	518.387	299.913	-723.542	588.969	324.146	-532.188	561.079	62.127	-523.107	658.560	1062.305
