NO_OF_SAMPLES	4800
TOT_NO_OF_CHAN	4
FREQUENCY	960.000000
NO_OF_CALC_CHAN	0
TIME_STAMP	2020-02-08, 11:16:07	226045.84438660
FIRST_SAMPLE	1
DESCRIPTION	--
DATA_INCLUDED	Analog
CHANNEL_NAMES	Vastus Lateralis	Vastus Medialis	Lateral Gastroc	Tibialis Anterior
CHANNEL_GAIN	1	1	1	1
FP_LOCATION
FP_CAL
FP_GAIN
Vastus Lateralis	Vastus Medialis	Lateral Gastroc	Tibialis Anterior	
-0.069428	0.020294	-0.511330	-0.011444	
-0.027924	0.008698	-0.593118	0.003815	
-0.016022	-0.030060	0.204318	0.004425	
0.031892	-0.066377	-0.015717	-0.002289	
0.065766	-0.050202	-0.242466	-0.003204	
0.060578	-0.012054	-0.195773	0.014496	
0.034944	0.000763	-0.132601	0.005951	
0.012054	0.040437	0.103304	-0.001984	
-0.017853	0.035249	0.614481	-0.016327	
-0.052949	0.016022	0.571145	-0.006256	
-0.048371	-0.014191	0.129854	0.000458	
-0.026093	-0.026093	0.226292	-0.001984	
-0.046540	-0.035859	0.241856	-0.017853	
-0.056306	-0.046540	0.180820	-0.020294	
-0.025482	0.005646	-0.040437	-0.009003	
0.024261	0.032502	-0.149385	-0.001984	
0.029144	0.037995	-0.137484	0.006866	
0.009918	0.040132	-0.095980	0.002289	
0.030060	0.012970	-0.197299	0.000153	
0.137178	-0.003510	-0.143892	0.006256	
0.246738	0.003815	0.029144	0.006866	
0.251316	0.011749	0.057221	-0.004120	
0.111238	0.039826	0.063020	-0.010529	
-0.007477	0.110323	0.160373	-0.017853	
-0.070954	0.224461	0.054475	-0.018463	
-0.086213	0.173190	0.009918	-0.018158	
-0.160068	0.106661	-0.084382	-0.007477	
-0.238194	0.016632	-0.174716	-0.010223	
-0.049287	-0.095675	0.174716	-0.017548	
-0.069428	-0.222019	0.277561	-0.005341	
-0.135347	-0.287633	-0.239414	-0.013275	
-0.101473	-0.267185	-0.159457	-0.014191	
-0.072175	-0.212863	-0.201266	0.001678	
0.019073	-0.066682	0.016327	0.009003	
-0.065461	-0.009308	0.023041	0.001984	
-0.265049	-0.026093	-0.300145	-0.014496	
-0.235752	0.051118	-0.292211	-0.030670	
-0.132296	0.135347	-0.254063	0.005341	
-0.128633	0.081330	0.268711	-0.022736	
0.019989	0.033418	0.256504	-0.023651	
0.188144	-0.048066	0.204013	-0.014496	
0.091401	-0.163730	0.119783	-0.000763	
-0.099642	-0.184482	0.219578	-0.006256	
-0.056916	-0.016937	0.301671	-0.003510	
0.158542	0.084077	-0.444190	-0.002289	
0.152742	0.141451	-0.215610	0.015411	
0.150606	0.196078	0.369726	0.024567	
0.055085	0.059968	0.242466	0.000458	
0.020294	-0.001373	0.059663	-0.005951	
0.024261	-0.042573	0.268711	-0.001068	
0.040742	0.002899	0.212863	-0.013885	
0.071259	0.056001	0.051728	-0.031587	
0.097200	0.112764	0.030060	-0.018463	
0.093843	0.087129	-0.030365	-0.005341	
0.086823	0.066377	-0.103914	-0.003204	
0.068208	0.021820	-0.120394	-0.009918	
0.060273	-0.007172	-0.108187	0.002289	
0.042878	-0.023956	-0.050202	0.001678	
0.036775	-0.004425	-0.001068	-0.001678	
0.019073	0.012054	0.015411	-0.019989	
0.010529	0.016632	0.022430	-0.021820	
-0.000763	0.030975	0.004120	-0.014496	
-0.010223	0.040132	-0.043489	-0.009918	
-0.019073	0.016327	-0.141451	-0.016327	
-0.005035	0.008698	-0.177768	-0.002289	
0.008392	0.008087	-0.064240	0.018158	
0.005035	-0.009613	-0.098116	-0.001678	
0.001068	-0.014191	-0.034333	-0.005646	
-0.035554	-0.021210	0.027008	-0.009918	
-0.049287	-0.005951	0.018463	-0.000763	
-0.056916	-0.012360	0.011139	-0.007477	
-0.079499	0.001678	0.016937	-0.003510	
-0.075532	0.012970	0.038606	0.000153	
-0.051728	0.013275	0.066377	0.011139	
-0.024872	0.002594	0.093537	-0.001373	
-0.005951	-0.002899	0.095675	-0.010223	
-0.002899	0.010529	0.084077	-0.011444	
-0.048066	0.023346	0.125582	-0.011444	
-0.070954	0.019073	-0.041963	-0.011444	
-0.088349	0.020599	-0.279697	-0.007172	
-0.084382	-0.000763	-0.292516	0.006561	
-0.050202	-0.016937	-0.674296	0.017242	
0.005646	0.012360	-0.492104	0.019073	
0.101168	0.020905	0.241856	-0.005035	
0.187533	0.022736	0.972458	-0.019073	
0.259556	0.058442	0.734722	-0.014496	
0.187533	0.186618	0.546121	-0.014191	
0.014801	0.251316	0.241856	-0.005646	
-0.021820	0.267185	-0.217746	0.031587	
0.037080	0.118563	-0.255589	0.001678	
0.010834	-0.128023	-0.314794	-0.034333	
-0.229649	-0.421912	-0.341954	-0.038911	
-0.464637	-0.507057	0.054780	-0.022736	
-0.489052	-0.456702	0.341649	-0.012054	
-0.314183	-0.417640	0.037385	-0.017853	
-0.101168	-0.214084	0.133516	-0.015717	
0.048982	0.070649	-0.009308	-0.008392	
0.104219	0.183566	-0.004425	-0.006256	
0.134432	0.153963	-0.007172	-0.015106	
0.203097	0.100252	-0.067903	-0.007172	
0.215304	0.085603	-0.116121	-0.007782	
0.225376	0.097200	-0.181735	0.007782	
0.214389	0.117342	-0.104830	0.000153	
0.178988	0.129549	0.175632	-0.004425	
0.040132	0.127413	0.123140	-0.005646	
-0.003204	0.182956	-0.082551	0.002594	
0.130465	0.184787	-0.090791	-0.005341	
0.138704	0.127413	-0.090791	0.008087	
0.080720	0.074922	-0.198215	-0.001984	
0.046235	0.039826	0.158237	-0.001984	
-0.087434	-0.037690	0.042268	-0.002899	
-0.211337	-0.088349	-0.391699	-0.008087	
-0.269016	-0.160983	-0.257725	-0.003510	
-0.292211	-0.195468	-0.066377	-0.003510	
-0.365149	-0.171969	-0.023956	0.010834	
-0.298619	-0.094759	0.586099	0.011139	
-0.052033	-0.009308	1.278248	-0.002899	
0.087129	-0.002899	0.055390	-0.013275	
0.033723	0.029144	-0.258640	0.007172	
-0.049592	-0.029755	-0.173495	0.022736	
-0.042268	0.014496	-0.207370	0.048066	
-0.011139	0.047151	0.233006	0.018158	
0.052644	0.040132	-0.050508	-0.025177	
0.115206	0.020599	-0.155184	-0.041657	
0.129549	0.068208	0.144503	-0.019379	
0.118868	0.084992	0.163730	-0.020599	
0.087129	0.072785	-0.147554	-0.016632	
0.065156	0.019379	-0.373693	0.000763	
0.104219	0.005035	0.001984	-0.003510	
0.131380	0.008698	0.053559	-0.020294	
0.138704	0.008087	-0.167697	-0.012970	
0.144503	0.017853	-0.265659	-0.005035	
0.044404	0.012054	0.057221	-0.017853	
-0.067292	0.017242	-0.054780	-0.009308	
-0.098116	0.019989	0.077363	-0.007172	
-0.014801	0.060884	0.139925	-0.019989	
-0.007782	0.111238	0.036469	-0.030670	
-0.000153	0.103609	0.032502	-0.011444	
-0.043489	0.034944	-0.004120	-0.001373	
-0.103609	-0.018463	-0.407264	0.009308	
-0.231480	-0.136263	-0.187533	0.005951	
-0.280918	-0.183261	0.410621	0.005951	
-0.201877	-0.178378	0.042268	-0.007172	
-0.081330	-0.099337	0.033418	0.016327	
-0.070039	-0.024261	0.722515	0.002289	
-0.045930	0.004730	0.499123	-0.022736	
0.048676	-0.002289	0.105440	0.005341	
0.118563	0.004730	-0.169833	0.009918	
0.136263	0.039216	-0.304723	-0.009918	
0.113070	0.093537	-0.305028	-0.019379	
0.097200	0.071565	0.034333	-0.016632	
0.085908	0.048982	-0.031281	-0.016327	
0.084992	0.034333	-0.014191	-0.010529	
0.094454	0.028534	0.005951	-0.009308	
0.091401	0.043489	0.003204	-0.014496	
0.027924	0.047456	-0.012054	-0.017242	
0.029755	0.059358	-0.013580	0.004425	
0.052339	0.077363	-0.021515	-0.014191	
0.132296	0.081635	-0.024567	-0.009918	
0.177463	0.082856	-0.023956	-0.001678	
0.104219	0.118258	-0.012970	0.005341	
-0.027008	0.135347	-0.015106	-0.000153	
-0.095980	0.066377	-0.016022	-0.009308	
-0.158237	-0.076142	-0.015411	-0.009918	
-0.159457	-0.164035	-0.016022	-0.016327	
-0.097200	-0.228733	-0.007172	-0.016327	
-0.163730	-0.230869	0.002594	0.002289	
-0.284581	-0.209201	-0.003815	-0.019379	
-0.244907	-0.162509	-0.017242	-0.021515	
-0.107271	-0.077668	-0.002289	0.001678	
0.008698	-0.027008	0.011749	-0.005035	
0.065766	0.036775	0.039216	0.000458	
0.068208	0.052033	0.038606	-0.000763	
0.101168	0.054780	0.048371	0.001678	
0.166781	0.075532	0.042268	-0.004120	
0.296483	0.114595	0.029144	0.000153	
0.304418	0.176242	0.010834	-0.001984	
0.102083	0.155794	-0.014496	-0.002899	
-0.105135	0.132906	0.006561	-0.009613	
0.037995	0.056306	0.013275	0.001068	
0.158847	-0.096285	0.019073	0.004730	
0.026398	-0.118563	0.003815	-0.003510	
-0.262302	-0.098421	-0.034333	-0.005951	
-0.438087	-0.121614	-0.031892	-0.010529	
-0.375219	-0.102694	0.019379	-0.015717	
-0.204013	-0.020905	0.064851	-0.010529	
-0.073701	0.023041	0.093232	0.006866	
-0.026093	-0.056001	0.049287	-0.001373	
-0.021820	0.047456	-0.004120	0.009308	
-0.025482	0.023041	0.045014	-0.006256	
0.029144	-0.051423	0.129854	-0.000763	
0.051728	-0.011139	-0.000153	-0.009918	
0.112764	-0.002899	-0.175632	-0.008087	
0.158542	0.035249	-0.259556	-0.000763	
0.217746	0.058137	-0.131380	-0.000763	
0.195468	0.060273	0.062409	-0.005951	
0.128633	0.088960	0.189059	-0.018463	
0.075227	0.119478	-0.267185	-0.021515	
0.015717	0.167697	-0.151827	-0.015717	
0.000763	0.183566	-0.068818	-0.000153	
0.028229	0.118563	0.572671	0.001068	
-0.098421	-0.007172	0.336766	0.000763	
-0.295873	-0.170138	0.138399	0.002594	
-0.293736	-0.263218	0.190890	0.026398	
-0.095675	-0.285497	0.065766	0.015106	
0.092927	-0.258640	0.040132	-0.004425	
0.062409	-0.041352	0.079499	-0.036164	
-0.040437	0.152742	0.012665	-0.033418	
-0.069123	0.131990	-0.116121	-0.026093	
-0.031892	0.110323	-0.235447	0.000153	
-0.020905	0.068513	-0.256199	-0.000153	
-0.004425	0.024567	0.275730	-0.009918	
0.028534	0.002594	0.145418	-0.016632	
0.046845	0.025177	0.271152	0.012665	
0.024261	0.057221	0.045320	0.012054	
0.032502	0.052339	-0.052033	0.009308	
0.155184	0.023041	-0.181430	0.009918	
0.222630	-0.007172	-0.300756	-0.040742	
0.138704	-0.014801	-0.311437	-0.048371	
0.075837	-0.019989	-0.270542	-0.011139	
0.042268	0.036469	-0.043183	0.011444	
-0.017242	0.091706	0.070954	0.001068	
-0.109102	0.112459	0.200351	-0.001984	
-0.242771	0.077668	0.114290	-0.009003	
-0.288854	0.013275	0.056611	-0.001678	
-0.209506	-0.076753	-0.127413	-0.006256	
-0.009308	-0.173800	-0.149996	-0.020599	
0.072480	-0.159762	-0.057832	-0.019989	
0.095980	-0.052339	-0.036164	-0.017853	
0.076753	0.032197	-0.007172	-0.003510	
0.033723	0.038911	0.028534	-0.005035	
0.016327	0.061189	0.377050	-0.003204	
0.061189	0.046540	0.123751	-0.007172	
0.048676	0.006256	-0.121614	-0.015411	
-0.020905	-0.006256	-0.090180	-0.017242	
-0.066377	-0.008087	-0.040742	0.003204	
-0.084992	-0.024261	0.116121	0.006866	
-0.025177	-0.049287	0.464637	0.008087	
-0.011749	-0.064240	0.157626	-0.000153	
-0.004425	-0.053254	-0.143587	-0.005646	
-0.005341	-0.055085	-0.226292	-0.014191	
0.082551	0.007782	-0.021210	0.009918	
0.126497	0.040437	-0.084077	0.014191	
0.101473	0.041963	-0.371862	0.016022	
0.042573	0.045320	-0.167087	0.012360	
-0.021820	0.066682	0.484169	0.003815	
-0.092317	0.066377	0.303197	-0.005646	
-0.073396	0.039826	0.342870	0.002289	
-0.048982	0.029755	0.111544	-0.015106	
-0.061189	0.017242	0.240940	-0.031587	
-0.041963	0.005951	0.284886	-0.014496	
-0.073701	0.002289	0.105440	-0.024261	
-0.063935	0.020294	-0.133211	-0.015717	
-0.054170	-0.018158	-0.504921	-0.001678	
-0.005646	-0.065156	-0.543374	0.006866	
0.077058	-0.092317	-0.266880	-0.005341	
0.118563	-0.072480	-0.285192	-0.011444	
0.053254	-0.020905	0.030975	-0.013275	
0.010529	0.019379	0.090791	-0.008087	
0.068208	0.019073	0.315099	-0.019073	
0.140230	0.044709	0.082551	-0.010529	
0.158237	0.002289	-0.095064	-0.004425	
0.133211	-0.025482	-0.081941	-0.002899	
0.068818	-0.019379	-0.080110	-0.002899	
0.006866	-0.007172	0.117952	-0.009918	
-0.017548	0.034638	0.326085	-0.023651	
0.033723	0.099337	0.072480	-0.016632	
-0.024261	0.141451	0.182956	0.022430	
-0.256504	0.124666	0.039521	0.019989	
-0.272678	0.157016	-0.047761	-0.016022	
-0.204928	0.227512	-0.118258	-0.025177	
-0.101778	0.265659	-0.355078	-0.000153	
-0.062104	0.199130	-0.502480	0.000763	
-0.196689	0.106966	-0.115511	-0.003204	
-0.288548	-0.142061	0.313268	-0.016327	
-0.215304	-0.379492	0.042573	0.000458	
-0.083467	-0.542764	-0.101473	0.002899	
-0.033418	-0.535745	0.068513	-0.011444	
0.041047	-0.375830	0.162204	-0.020294	
0.155184	-0.118563	-0.090791	-0.008087	
0.256809	0.103304	-0.331273	-0.015717	
0.273899	0.088349	0.005341	0.003815	
0.183261	0.108187	0.549783	-0.027313	
0.064546	0.046845	-0.034638	-0.005646	
0.006561	0.077668	0.030365	0.000153	
0.042268	0.115206	0.597086	-0.012054	
0.157016	0.118258	0.403601	-0.009308	
0.154879	0.098726	0.089570	-0.021515	
0.092011	0.096590	0.076753	-0.014496	
0.040437	0.108187	-0.023956	0.007172	
0.041352	0.088655	-0.095980	0.004730	
0.034944	0.095369	-0.155489	-0.011749	
-0.043183	0.104219	0.035249	0.006256	
-0.167392	0.078584	0.225376	0.005035	
-0.243992	0.058137	0.036469	-0.005035	
-0.220493	0.000458	-0.005646	-0.005035	
-0.145113	-0.025177	-0.008087	0.007172	
-0.079499	0.038301	0.025482	-0.001984	
0.030060	0.037385	0.152742	-0.013580	
0.064240	-0.017853	0.269321	-0.013580	
0.057221	-0.002899	0.136263	-0.020599	
0.138094	-0.023956	-0.336766	0.002899	
0.275425	-0.121614	-0.753643	0.012360	
0.189670	-0.144503	-0.520790	0.014191	
0.044709	-0.110323	-0.185702	0.005341	
-0.016327	0.028229	-0.267796	0.012360	
-0.097200	0.088960	0.143892	-0.001984	
-0.018158	0.076753	0.030975	0.006866	
0.099947	0.050202	-0.284276	-0.005035	
0.138094	-0.041963	0.085603	-0.012054	
-0.051423	-0.123446	-0.128328	-0.022125	
-0.076142	-0.080110	-0.066682	-0.004425	
-0.101473	-0.012054	-0.061799	-0.001984	
-0.246433	0.030670	0.107576	-0.007172	
-0.332799	0.035859	0.482948	-0.006866	
-0.412147	-0.035249	0.305333	-0.000153	
-0.326390	-0.126497	0.173800	-0.005646	
-0.180514	-0.157626	-0.176852	-0.017853	
-0.071565	-0.100252	-0.108492	-0.003510	
0.095369	0.034028	-0.248569	-0.010223	
0.217135	0.060578	0.037690	-0.010223	
0.237278	0.074922	0.991074	-0.014496	
0.161593	0.132906	0.780804	-0.030670	
0.072480	0.181735	-0.007172	-0.029449	
0.084382	0.161899	-0.156405	0.000763	
0.193332	0.082856	-0.436866	0.001068	
0.257114	-0.022125	-0.228733	-0.007477	
0.108797	-0.098116	0.109713	-0.009918	
-0.103914	-0.088349	0.180514	0.000763	
-0.211947	-0.019989	0.047761	-0.009003	
-0.234531	0.039826	0.004120	-0.003204	
-0.236057	0.012970	0.070039	0.000153	
-0.189364	-0.042268	-0.075532	0.004425	
-0.080110	-0.081941	-0.231785	-0.002899	
0.007172	-0.126497	-0.056001	-0.000763	
0.050202	-0.086823	0.090180	0.002289	
0.098421	0.043183	0.019989	0.001678	
0.198215	0.060884	-0.069734	0.005951	
0.183261	0.013885	-0.171359	-0.012054	
0.101168	0.037385	-0.162509	-0.032807	
-0.010223	0.112459	-0.170138	-0.044709	
0.000763	0.121614	-0.116121	-0.022736	
0.030670	0.089265	-0.145113	-0.025482	
-0.032502	0.033418	-0.094149	-0.009613	
0.002594	-0.071870	-0.088655	-0.003815	
0.081941	-0.184787	-0.053864	-0.005035	
0.055085	-0.161288	0.477455	-0.000153	
0.006561	-0.054170	0.504005	-0.003204	
-0.047456	0.078279	0.084687	-0.000763	
0.023651	0.069428	0.157321	-0.009003	
0.028839	-0.006866	0.133516	-0.004425	
-0.067292	-0.043794	0.038606	-0.025177	
-0.127718	-0.025787	-0.038301	-0.007782	
-0.129854	-0.003204	-0.175021	0.014191	
-0.033418	0.007172	-0.120394	0.013275	
0.052033	0.032502	-0.177157	0.002899	
0.080110	0.037385	-0.330663	-0.003510	
0.038606	0.090180	-0.516212	0.002594	
-0.021515	0.076447	-0.656901	0.007782	
-0.054170	0.030975	-0.389257	-0.009308	
-0.016937	0.019073	0.121309	-0.003510	
0.041047	0.012360	0.154879	0.003204	
0.074006	0.042573	0.538796	0.005951	
0.063020	0.046235	0.407569	0.000153	
0.019989	0.041047	0.673381	0.003204	
-0.008087	0.015717	0.465552	0.009003	
-0.023956	-0.019379	0.195163	0.000763	
-0.009613	-0.038606	0.313573	-0.003510	
-0.017853	-0.029144	0.296178	-0.006866	
-0.015106	0.003204	0.168307	-0.002899	
0.068208	0.041047	-0.194247	-0.020599	
0.058137	0.115816	-0.181735	-0.027313	
-0.077973	0.207370	-0.167697	-0.025177	
-0.167392	0.203403	-0.109102	-0.017853	
-0.086518	0.201877	0.042878	-0.021210	
0.448462	0.171359	-0.012054	-0.004425	
0.526283	0.010223	-0.139315	-0.007172	
-0.027008	-0.208285	-0.112764	-0.002289	
-0.446631	-0.371862	0.060578	-0.010529	
-0.407874	-0.435950	0.178073	0.001678	
-0.219578	-0.383764	0.056611	-0.004120	
-0.079804	-0.254368	-0.205234	-0.001678	
-0.112154	-0.075227	-0.266270	0.008087	
-0.243687	-0.027313	-0.317540	0.008087	
-0.180820	-0.011444	-0.165256	0.023651	
-0.058137	-0.003510	0.349585	0.004120	
0.026093	0.064851	0.022736	-0.012054	
0.060273	0.061189	-0.130770	-0.019379	
0.172275	0.060884	0.001984	-0.000153	
0.264744	0.117342	-0.108187	-0.022125	
0.236668	0.154879	-0.030060	-0.035859	
0.232395	0.192111	-0.014496	-0.029449	
0.095064	0.225986	0.016327	-0.017853	
-0.055696	0.197299	0.036164	-0.019684	
-0.089875	0.095064	0.044709	-0.009918	
-0.137484	-0.059052	0.028229	-0.011139	
-0.107271	-0.156099	0.029144	0.000763	
-0.059358	-0.185397	0.017242	0.004120	
-0.008392	-0.041047	0.001068	-0.002899	
0.090180	0.101473	-0.022430	-0.004425	
0.150911	0.049897	-0.000763	-0.012054	
0.153658	0.024872	0.095980	0.002289	
0.090791	0.027924	0.112459	-0.009003	
-0.039826	0.001984	0.051423	-0.010223	
-0.153353	-0.014191	-0.148775	-0.000763	
-0.133211	-0.010834	-0.182651	-0.012970	
-0.040437	-0.032502	-0.041352	-0.001678	
-0.048066	0.038911	-0.424659	0.009918	
-0.057221	0.140841	-0.128328	-0.000763	
-0.055085	0.099337	0.210116	-0.005646	
-0.100252	-0.075532	0.359961	-0.007477	
-0.084077	-0.216220	0.530556	-0.005035	
0.007782	-0.272678	0.245518	-0.009308	
0.016632	-0.160373	0.033418	-0.005341	
-0.018158	0.012054	-0.040132	-0.002899	
-0.035554	0.093537	-0.076447	-0.025482	
-0.016022	0.077058	-0.173800	-0.031587	
-0.006866	0.099642	-0.216525	-0.012054	
0.005646	0.039216	0.137178	0.004730	
0.010529	0.015106	0.211032	-0.004120	
0.019073	0.026093	0.074616	-0.013580	
0.018158	0.006256	0.088655	-0.018463	
0.035859	0.023956	0.132296	-0.001373	
0.023651	0.040742	0.063935	-0.000763	
0.024261	0.049897	0.023041	-0.003204	
0.023651	0.040437	-0.028229	-0.007477	
0.032502	0.034333	-0.029144	-0.008392	
0.037080	0.021820	0.028839	-0.017242	
0.039826	0.018768	0.154268	-0.000153	
0.034333	0.007782	0.108797	-0.001984	
0.046540	0.002289	-0.118868	0.001068	
0.065766	-0.010834	-0.339208	0.012360	
0.039826	-0.006256	-0.509499	0.015106	
-0.006256	-0.008392	-0.334630	0.001678	
0.023956	-0.012054	-0.017242	-0.001678	
0.054170	-0.011444	0.108187	-0.008087	
0.032807	0.004120	0.160373	-0.006866	
-0.008392	0.039216	0.335546	0.010834	
-0.075227	0.046845	0.036775	0.005341	
-0.133211	0.031892	0.067903	-0.002899	
-0.119173	-0.003815	0.019379	-0.014191	
-0.061189	-0.013580	0.033418	-0.017242	
-0.037995	-0.035554	0.022430	-0.020294	
-0.027008	-0.033113	0.004425	-0.008087	
-0.003510	-0.009613	-0.002289	-0.011749	
0.007782	0.006866	-0.008087	-0.010529	
0.001678	-0.005646	-0.009613	-0.015106	
0.013885	-0.005646	0.012665	-0.003510	
0.013885	-0.005035	0.022125	-0.008392	
0.007172	0.004425	0.039216	-0.005035	
-0.008087	-0.001373	0.049287	-0.009613	
-0.030975	-0.010834	0.136568	-0.012054	
-0.022430	-0.012054	0.222019	-0.009308	
-0.009003	-0.017548	0.130465	-0.016327	
0.013275	-0.010834	0.054475	-0.003510	
0.028839	-0.015106	-0.035859	-0.011749	
0.082551	-0.007477	-0.115206	-0.005035	
0.112764	0.007172	-0.218662	-0.005341	
0.093843	0.063020	-0.355078	0.006256	
0.088960	0.068208	-0.351721	0.004120	
0.062715	0.071259	-0.345007	0.007782	
-0.034028	0.092927	-0.354773	-0.002899	
-0.074006	0.101473	-0.220493	0.004730	
-0.111238	0.026093	0.200046	-0.000763	
-0.134127	-0.063325	0.400854	-0.013275	
-0.087129	-0.093843	0.403296	0.000153	
-0.059968	-0.092011	0.195163	-0.005035	
-0.064240	-0.096285	0.173495	-0.013275	
-0.129549	-0.098116	0.106356	-0.010529	
-0.138094	-0.041352	0.077058	-0.015106	
-0.087739	0.001984	0.061189	-0.012970	
0.007782	0.027313	0.067903	-0.001068	
0.061189	0.046235	0.106050	-0.007782	
0.099031	0.056916	0.071259	-0.007782	
0.074006	0.032197	0.022125	-0.014191	
-0.021515	-0.019073	-0.048676	0.008698	
-0.094454	-0.083467	-0.196383	0.024261	
0.006561	-0.091706	-0.204013	0.009918	
0.070039	-0.027618	-0.323339	-0.028534	
0.035859	0.036469	-0.245823	-0.016327	
-0.048371	0.105440	0.226902	-0.016022	
-0.012360	0.053254	0.337682	-0.016022	
0.055390	-0.075837	0.095980	-0.010223	
0.048066	-0.117647	0.109102	-0.013580	
-0.031587	-0.106966	0.068513	-0.017548	
-0.031281	-0.086213	-0.118868	-0.000153	
0.052033	-0.021515	-0.000153	0.012360	
0.007782	0.049897	0.254368	0.022430	
-0.055085	0.074006	0.001984	0.018463	
0.012665	0.097811	0.471962	-0.005035	
0.238804	0.068208	0.582742	-0.009918	
0.197604	0.056611	0.175937	-0.020599	
0.092622	0.104219	0.011749	-0.012054	
-0.074006	0.151827	-0.180820	-0.004425	
-0.260166	0.261692	-0.243992	0.012665	
-0.153658	0.243992	-0.345312	-0.009003	
-0.023651	0.087434	-0.247959	-0.016327	
-0.236362	-0.112154	-0.123446	-0.024567	
-0.426795	-0.282445	-0.120089	-0.013580	
-0.242466	-0.327611	0.065156	-0.006866	
0.104525	-0.238804	0.050813	-0.013580	
0.206759	-0.089570	0.083161	-0.012054	
0.189364	0.065156	0.205234	0.003815	
0.121920	0.125277	0.148775	0.008087	
0.063020	0.097200	0.060578	-0.022125	
0.055390	0.043183	0.032807	-0.016022	
0.050202	0.020294	-0.273289	-0.007172	
0.063020	0.036469	-0.491493	0.029449	
0.055085	0.021820	-0.283360	0.022736	
0.058137	0.028839	-0.327306	-0.005951	
0.042878	0.021820	-0.324559	-0.024261	
0.048371	0.019379	0.022430	-0.017548	
0.052949	0.005951	0.175632	-0.011139	
0.037995	0.007172	-0.036775	-0.011749	
0.015106	0.016022	-0.118258	-0.014191	
0.011139	0.030670	-0.140841	-0.003510	
-0.012360	0.035249	-0.351721	0.004425	
-0.031892	0.026093	-0.100252	0.005341	
-0.045625	0.007782	0.567788	0.001678	
-0.042268	-0.003815	0.624552	-0.001984	
-0.025787	-0.015717	0.665141	-0.012970	
-0.017853	-0.019989	0.148775	-0.015106	
-0.034028	-0.017242	-0.110323	-0.009918	
-0.031281	-0.001678	0.083772	-0.013580	
-0.029449	0.020599	0.103304	-0.004120	
-0.034028	0.023041	0.224461	-0.001984	
-0.023956	0.000458	0.482948	0.002289	
-0.010834	-0.012970	0.243687	-0.005035	
0.023956	-0.012970	0.227207	-0.013275	
0.084687	-0.024261	0.303197	-0.007477	
0.161288	-0.016937	-0.023041	0.008392	
0.190280	0.016937	-0.246128	0.007172	
0.161593	0.082551	-0.304112	0.010223	
0.081025	0.160678	-0.386511	0.001678	
-0.041352	0.191501	-0.237583	-0.025787	
-0.139925	0.164950	-0.035554	-0.027924	
-0.260166	0.030670	-0.251011	-0.003510	
-0.376135	-0.097506	-0.475319	0.021210	
-0.388037	-0.192111	-0.223850	0.004120	
-0.308690	-0.230259	-0.270542	-0.024567	
-0.094149	-0.252842	-0.217135	-0.027618	
0.157321	-0.187839	0.352942	-0.005341	
0.118563	-0.053864	0.182956	-0.007477	
0.065156	0.036469	-0.123446	-0.021515	
-0.039521	0.081635	-0.121309	-0.017853	
0.042573	0.118563	-0.130465	-0.013275	
0.279697	0.056306	0.052339	-0.013275	
0.281223	-0.052339	0.115206	-0.015411	
0.133211	-0.024872	0.178378	-0.013885	
-0.008392	-0.029449	0.121309	-0.011139	
-0.065156	-0.121920	0.133516	-0.011139	
-0.065766	-0.123446	0.208285	0.006561	
-0.078584	-0.041963	0.068513	0.012360	
-0.088655	0.077668	0.052339	-0.002899	
-0.097200	0.089265	0.084077	-0.008087	
-0.102388	0.079194	-0.103304	-0.000763	
-0.049897	0.052339	-0.205844	-0.002289	
0.066682	0.069428	0.052339	-0.004120	
0.096895	0.118868	0.154268	0.004425	
0.056611	0.125277	-0.236057	-0.006256	
0.029755	0.133211	0.205844	-0.003510	
0.016327	0.076753	0.817731	0.001068	
0.164645	-0.019684	0.214694	0.005341	
0.173190	-0.177768	-0.009003	-0.002899	
0.120089	-0.203097	-0.108797	-0.001984	
0.171054	-0.117037	-0.118868	-0.011444	
0.158542	0.002594	-0.043794	-0.016327	
0.125277	0.032197	-0.066987	-0.009308	
-0.021210	0.097200	-0.088044	0.004120	
-0.276035	0.157016	-0.116121	-0.005951	
-0.221409	0.147249	-0.111544	-0.001984	
-0.230564	0.153048	-0.062715	0.009918	
-0.417029	0.074616	0.000458	-0.001373	
-0.488747	-0.075227	0.047761	0.000458	
-0.331273	-0.244602	-0.014191	-0.005035	
-0.138399	-0.241550	-0.012970	-0.009003	
-0.041352	-0.196383	0.003204	-0.018158	
0.030975	-0.075837	0.055696	-0.013275	
0.052339	0.062104	0.021210	-0.010529	
0.130159	0.074311	-0.029449	-0.020294	
0.155184	0.095064	-0.055696	-0.017853	
0.153658	0.135653	-0.072785	-0.011139	
0.114595	0.146029	-0.058137	-0.008087	
0.074006	0.080110	-0.015717	-0.017853	
0.092622	0.052339	0.000763	-0.022430	
0.101473	0.046235	0.001068	-0.025482	
0.086518	0.050202	0.027008	-0.001678	
0.092927	0.046235	0.018463	0.016937	
0.092927	0.057221	0.014496	0.016022	
0.086213	0.050813	0.082856	0.011444	
0.074311	0.029755	0.120394	0.016937	
0.040132	0.001678	0.141146	-0.001678	
0.019073	-0.031587	0.196994	-0.007477	
0.007782	-0.080720	0.120394	0.002289	
-0.002289	-0.104525	-0.030060	0.009308	
